ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran,Kategori_Encoded,Metode_Pembayaran_Encoded,Bulan Transaksi,Tahun Transaksi
TX-20240526-003,2024-05-26,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,7,55833,390831,QRIS,3,0,5,2024
TX-20240601-003,2024-06-01,Life Cat Can - Kitten Salmon,Makanan,13,4435,57655,Transfer,2,1,6,2024
TX-20240203-004,2024-02-03,Life Cat Pouch - Chicken Adult,Makanan,9,50000,450000,Transfer,2,1,2,2024
TX-20240403-002,2024-04-03,Life Cat Can - Tuna,Makanan,12,55833,669996,Transfer,2,1,4,2024
TX-20240826-003,2024-08-26,Life Cat Tofu - Macha,Makanan,19,50000,950000,Transfer,2,1,8,2024
TX-20240627-002,2024-06-27,Life Cat Can - Chicken,Makanan,9,130000,1170000,QRIS,2,0,6,2024
TX-20240422-002,2024-04-22,Life Cat Pouch - Chicken Adult,Makanan,1,130000,130000,Tunai,2,2,4,2024
TX-20240401-002,2024-04-01,Seresto Flea and Tick Collar for Dogs,Obat Hewan,14,130000,1820000,QRIS,3,0,4,2024
TX-20241024-003,2024-10-24,Trixie Cat Scratching Post,Mainan,3,50000,150000,QRIS,1,0,10,2024
TX-20240226-002,2024-02-26,Frontline Plus Flea & Tick Treatment,Obat Hewan,7,130000,910000,Transfer,3,1,2,2024
TX-20240529-003,2024-05-29,Life Cat Tofu - Mango,Makanan,14,50000,700000,Transfer,2,1,5,2024
TX-20241023-002,2024-10-23,Drontal Cat Dewormer,Obat Hewan,10,4435,44350,Transfer,3,1,10,2024
TX-20240513-002,2024-05-13,Life Cat Pouch - Salmon Adult,Makanan,1,50000,50000,QRIS,2,0,5,2024
TX-20240627-003,2024-06-27,Life Cat Can - Tuna,Makanan,17,130000,2210000,QRIS,2,0,6,2024
TX-20240630-001,2024-06-30,Drontal Cat Dewormer,Obat Hewan,7,50000,350000,QRIS,3,0,6,2024
TX-20240716-002,2024-07-16,Life Cat Can - Kitten Salmon,Makanan,16,55833,893328,Tunai,2,2,7,2024
TX-20240116-003,2024-01-16,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,5,4435,22175,Transfer,3,1,1,2024
TX-20240826-004,2024-08-26,Rogz Utility Dog Leash - Medium,Aksesoris,7,250000,1750000,Transfer,0,1,8,2024
TX-20240415-002,2024-04-15,Life Cat Pouch Dus,Makanan,6,250000,1500000,Tunai,2,2,4,2024
TX-20240309-006,2024-03-09,Life Cat Pouch - Chicken Tuna Adult,Makanan,14,50000,700000,QRIS,2,0,3,2024
TX-20240517-002,2024-05-17,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,15,4435,66525,Transfer,3,1,5,2024
TX-20240214-002,2024-02-14,Trixie Cat Scratching Post,Mainan,8,4435,35480,QRIS,1,0,2,2024
TX-20241109-002,2024-11-09,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,12024,72144,Tunai,0,2,11,2024
TX-20240926-004,2024-09-26,Life Cat Pouch Dus,Makanan,18,12024,216432,Transfer,2,1,9,2024
TX-20240221-003,2024-02-21,Kong Puppy Teething Stick,Mainan,1,55833,55833,Transfer,1,1,2,2024
TX-20240504-004,2024-05-04,Life Cat Tofu - Macha,Makanan,4,250000,1000000,Tunai,2,2,5,2024
TX-20241027-005,2024-10-27,Life Cat Can - Kitten Salmon,Makanan,3,250000,750000,QRIS,2,0,10,2024
TX-20240708-003,2024-07-08,Life Cat Pouch Dus,Makanan,17,130000,2210000,Transfer,2,1,7,2024
TX-20240331-002,2024-03-31,Life Cat Pouch - Chicken Adult,Makanan,9,55833,502497,Tunai,2,2,3,2024
TX-20241030-004,2024-10-30,EzyDog Chest Plate Harness for Dogs,Aksesoris,12,50000,600000,QRIS,0,0,10,2024
TX-20240802-002,2024-08-02,Life Cat Pouch - Salmon Adult,Makanan,10,55833,558330,Tunai,2,2,8,2024
TX-20240512-002,2024-05-12,Trixie Cat Tunnel,Mainan,19,12024,228456,QRIS,1,0,5,2024
TX-20240427-003,2024-04-27,Kong Puppy Teething Stick,Mainan,7,4435,31045,Transfer,1,1,4,2024
TX-20240610-005,2024-06-10,Life Cat Can - Kitten Salmon,Makanan,4,12024,48096,QRIS,2,0,6,2024
TX-20241012-002,2024-10-12,Frontline Plus Flea & Tick Treatment,Obat Hewan,13,4435,57655,Transfer,3,1,10,2024
TX-20240926-005,2024-09-26,Trixie Cat Tunnel,Mainan,4,12024,48096,Tunai,1,2,9,2024
TX-20240614-002,2024-06-14,Seresto Flea and Tick Collar for Dogs,Obat Hewan,19,4435,84265,Transfer,3,1,6,2024
TX-20240921-004,2024-09-21,Life Cat Can - Kitten Tuna,Makanan,9,12024,108216,Tunai,2,2,9,2024
TX-20240607-003,2024-06-07,Nutri-Vet Multivitamin Chewable,Obat Hewan,14,12024,168336,Transfer,3,1,6,2024
TX-20240221-004,2024-02-21,Trixie Cat Tunnel,Mainan,15,4435,66525,QRIS,1,0,2,2024
TX-20241017-004,2024-10-17,Kong Puppy Teething Stick,Mainan,14,130000,1820000,QRIS,1,0,10,2024
TX-20240927-004,2024-09-27,Life Cat Pouch Dus,Makanan,5,50000,250000,QRIS,2,0,9,2024
TX-20240714-002,2024-07-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,2,250000,500000,QRIS,0,0,7,2024
TX-20240821-001,2024-08-21,Trixie Cat Tunnel,Mainan,15,50000,750000,Transfer,1,1,8,2024
TX-20240522-003,2024-05-22,Trixie Cat Tunnel,Mainan,15,12024,180360,Transfer,1,1,5,2024
TX-20240306-003,2024-03-06,Life Cat Pouch Dus,Makanan,18,4435,79830,QRIS,2,0,3,2024
TX-20240906-002,2024-09-06,Life Cat Pouch - Salmon Adult,Makanan,14,4435,62090,QRIS,2,0,9,2024
TX-20240617-003,2024-06-17,Life Cat Can - Kitten Tuna,Makanan,8,50000,400000,Transfer,2,1,6,2024
TX-20241130-003,2024-11-30,Kong Classic Dog Chew Toy,Mainan,11,12024,132264,QRIS,1,0,11,2024
TX-20240227-001,2024-02-27,Trixie Cat Laser Pointer,Mainan,11,50000,550000,Transfer,1,1,2,2024
TX-20240826-005,2024-08-26,Trixie Cat Laser Pointer,Mainan,7,250000,1750000,Tunai,1,2,8,2024
TX-20240728-001,2024-07-28,Kong Puppy Teething Stick,Mainan,3,4435,13305,Tunai,1,2,7,2024
TX-20240205-003,2024-02-05,Kong Classic Dog Chew Toy,Mainan,1,55833,55833,Tunai,1,2,2,2024
TX-20241104-003,2024-11-04,Kong Classic Dog Chew Toy,Mainan,5,50000,250000,Tunai,1,2,11,2024
TX-20241031-001,2024-10-31,Trixie Cat Laser Pointer,Mainan,16,50000,800000,Tunai,1,2,10,2024
TX-20241031-002,2024-10-31,Life Cat Pouch - Kitten Tuna,Makanan,14,130000,1820000,QRIS,2,0,10,2024
TX-20240210-004,2024-02-10,Trixie Cat Laser Pointer,Mainan,16,12024,192384,Transfer,1,1,2,2024
TX-20241009-002,2024-10-09,Life Cat Can - Kitten Tuna,Makanan,11,130000,1430000,Tunai,2,2,10,2024
TX-20240712-001,2024-07-12,Life Cat Can - Kitten Tuna,Makanan,6,250000,1500000,QRIS,2,0,7,2024
TX-20240114-002,2024-01-14,Life Cat Can - Kitten Salmon,Makanan,8,130000,1040000,Transfer,2,1,1,2024
TX-20241008-001,2024-10-08,Life Cat Pouch - Chicken Tuna Adult,Makanan,5,250000,1250000,QRIS,2,0,10,2024
TX-20240114-003,2024-01-14,Trixie Cat Laser Pointer,Mainan,11,55833,614163,QRIS,1,0,1,2024
TX-20240522-004,2024-05-22,Life Cat Pouch - Salmon Adult,Makanan,1,55833,55833,Transfer,2,1,5,2024
TX-20241021-001,2024-10-21,Life Cat Tofu - Mango,Makanan,4,130000,520000,Transfer,2,1,10,2024
TX-20240401-003,2024-04-01,Life Cat Pouch - Chicken Adult,Makanan,8,4435,35480,Tunai,2,2,4,2024
TX-20240523-003,2024-05-23,Life Cat Pouch - Kitten Salmon,Makanan,18,4435,79830,Tunai,2,2,5,2024
TX-20241022-002,2024-10-22,Life Cat Pouch - Salmon Adult,Makanan,7,4435,31045,QRIS,2,0,10,2024
TX-20240127-004,2024-01-27,Life Cat Can - Kitten Tuna,Makanan,3,12024,36072,Transfer,2,1,1,2024
TX-20240425-002,2024-04-25,Life Cat Tofu - Mango,Makanan,6,55833,334998,QRIS,2,0,4,2024
TX-20240727-001,2024-07-27,Rogz Utility Dog Leash - Medium,Aksesoris,11,4435,48785,Transfer,0,1,7,2024
TX-20241101-005,2024-11-01,Life Cat Pouch - Chicken Tuna Adult,Makanan,16,55833,893328,QRIS,2,0,11,2024
TX-20240923-001,2024-09-23,Life Cat Can - Chicken,Makanan,8,50000,400000,Transfer,2,1,9,2024
TX-20240415-003,2024-04-15,Trixie Cat Laser Pointer,Mainan,16,4435,70960,QRIS,1,0,4,2024
TX-20241002-001,2024-10-02,Life Cat Pouch - Kitten Tuna,Makanan,3,4435,13305,Transfer,2,1,10,2024
TX-20240421-004,2024-04-21,Life Cat Pouch - Salmon Adult,Makanan,2,55833,111666,Tunai,2,2,4,2024
TX-20240215-003,2024-02-15,Life Cat Pouch - Kitten Salmon,Makanan,11,12024,132264,QRIS,2,0,2,2024
TX-20240828-001,2024-08-28,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,4435,44350,Tunai,3,2,8,2024
TX-20240823-004,2024-08-23,Life Cat Tofu - Macha,Makanan,7,250000,1750000,QRIS,2,0,8,2024
TX-20240918-001,2024-09-18,Trixie Cat Scratching Post,Mainan,10,50000,500000,QRIS,1,0,9,2024
TX-20240920-001,2024-09-20,Life Cat Tofu - Mango,Makanan,6,55833,334998,Transfer,2,1,9,2024
TX-20240415-004,2024-04-15,Kong Puppy Teething Stick,Mainan,19,4435,84265,QRIS,1,0,4,2024
TX-20240726-002,2024-07-26,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,18,50000,900000,QRIS,3,0,7,2024
TX-20241108-002,2024-11-08,Seresto Flea and Tick Collar for Dogs,Obat Hewan,11,12024,132264,Transfer,3,1,11,2024
TX-20240915-003,2024-09-15,Trixie Cat Scratching Post,Mainan,12,4435,53220,Tunai,1,2,9,2024
TX-20240309-007,2024-03-09,EzyDog Chest Plate Harness for Dogs,Aksesoris,13,4435,57655,Tunai,0,2,3,2024
TX-20240731-006,2024-07-31,Life Cat Can - Kitten Tuna,Makanan,18,55833,1004994,Transfer,2,1,7,2024
TX-20240122-002,2024-01-22,Nutri-Vet Multivitamin Chewable,Obat Hewan,10,12024,120240,QRIS,3,0,1,2024
TX-20240814-002,2024-08-14,Life Cat Pouch - Kitten Tuna,Makanan,4,4435,17740,QRIS,2,0,8,2024
TX-20240107-001,2024-01-07,Life Cat Pouch - Kitten Salmon,Makanan,7,55833,390831,QRIS,2,0,1,2024
TX-20240920-002,2024-09-20,Life Cat Pouch - Kitten Tuna,Makanan,3,50000,150000,Tunai,2,2,9,2024
TX-20240608-003,2024-06-08,Trixie Cat Tunnel,Mainan,19,4435,84265,Transfer,1,1,6,2024
TX-20240520-003,2024-05-20,Life Cat Pouch - Kitten Chicken,Makanan,17,55833,949161,Tunai,2,2,5,2024
TX-20240328-004,2024-03-28,Life Cat Can - Kitten Salmon,Makanan,13,12024,156312,Tunai,2,2,3,2024
TX-20241130-004,2024-11-30,Nutri-Vet Multivitamin Chewable,Obat Hewan,3,4435,13305,Transfer,3,1,11,2024
TX-20240129-002,2024-01-29,Life Cat Pouch - Kitten Chicken,Makanan,3,12024,36072,QRIS,2,0,1,2024
TX-20241130-005,2024-11-30,Life Cat Can - Tuna,Makanan,19,12024,228456,QRIS,2,0,11,2024
TX-20240202-002,2024-02-02,Life Cat Pouch Dus,Makanan,5,55833,279165,QRIS,2,0,2,2024
TX-20240616-001,2024-06-16,Kong Puppy Teething Stick,Mainan,15,55833,837495,QRIS,1,0,6,2024
TX-20240502-003,2024-05-02,EzyDog Chest Plate Harness for Dogs,Aksesoris,16,55833,893328,QRIS,0,0,5,2024
TX-20240119-001,2024-01-19,Frontline Plus Flea & Tick Treatment,Obat Hewan,3,50000,150000,QRIS,3,0,1,2024
TX-20240922-001,2024-09-22,Life Cat Tofu - Mango,Makanan,7,55833,390831,Transfer,2,1,9,2024
TX-20240614-003,2024-06-14,Frontline Plus Flea & Tick Treatment,Obat Hewan,15,4435,66525,Transfer,3,1,6,2024
TX-20240811-003,2024-08-11,Seresto Flea and Tick Collar for Dogs,Obat Hewan,13,50000,650000,Transfer,3,1,8,2024
TX-20241124-001,2024-11-24,Life Cat Pouch - Kitten Tuna,Makanan,2,250000,500000,Tunai,2,2,11,2024
TX-20240502-004,2024-05-02,Kong Puppy Teething Stick,Mainan,14,55833,781662,Tunai,1,2,5,2024
TX-20240213-005,2024-02-13,EzyDog Chest Plate Harness for Dogs,Aksesoris,15,50000,750000,Tunai,0,2,2,2024
TX-20240630-002,2024-06-30,Kong Classic Dog Chew Toy,Mainan,14,12024,168336,QRIS,1,0,6,2024
TX-20240514-003,2024-05-14,Life Cat Pouch Dus,Makanan,5,55833,279165,Transfer,2,1,5,2024
TX-20240323-003,2024-03-23,Life Cat Pouch - Kitten Salmon,Makanan,9,50000,450000,QRIS,2,0,3,2024
TX-20240803-001,2024-08-03,Life Cat Can - Kitten Salmon,Makanan,11,55833,614163,Transfer,2,1,8,2024
TX-20240128-004,2024-01-28,Life Cat Pouch - Salmon Adult,Makanan,19,55833,1060827,QRIS,2,0,1,2024
TX-20241012-004,2024-10-12,Nutri-Vet Multivitamin Chewable,Obat Hewan,1,250000,250000,QRIS,3,0,10,2024
TX-20240128-005,2024-01-28,Kong Classic Dog Chew Toy,Mainan,17,50000,850000,Transfer,1,1,1,2024
TX-20240905-001,2024-09-05,Life Cat Can - Chicken,Makanan,10,4435,44350,QRIS,2,0,9,2024
TX-20240910-003,2024-09-10,Life Cat Tofu - Mango,Makanan,8,4435,35480,Tunai,2,2,9,2024
TX-20240421-005,2024-04-21,Drontal Cat Dewormer,Obat Hewan,3,12024,36072,Tunai,3,2,4,2024
TX-20240117-002,2024-01-17,Life Cat Can - Tuna,Makanan,16,50000,800000,QRIS,2,0,1,2024
TX-20241115-002,2024-11-15,Rogz Utility Dog Leash - Medium,Aksesoris,13,4435,57655,QRIS,0,0,11,2024
TX-20240628-002,2024-06-28,Life Cat Tofu - Macha,Makanan,10,130000,1300000,QRIS,2,0,6,2024
TX-20240928-005,2024-09-28,Life Cat Tofu - Macha,Makanan,1,12024,12024,Transfer,2,1,9,2024
TX-20240925-001,2024-09-25,Life Cat Tofu - Macha,Makanan,12,12024,144288,Tunai,2,2,9,2024
TX-20240215-004,2024-02-15,Drontal Cat Dewormer,Obat Hewan,13,130000,1690000,Transfer,3,1,2,2024
TX-20241019-003,2024-10-19,Life Cat Tofu - Mango,Makanan,17,50000,850000,Transfer,2,1,10,2024
TX-20240216-003,2024-02-16,Life Cat Pouch - Chicken Adult,Makanan,12,55833,669996,Tunai,2,2,2,2024
TX-20240105-001,2024-01-05,Kong Classic Dog Chew Toy,Mainan,1,12024,12024,Tunai,1,2,1,2024
TX-20240922-002,2024-09-22,EzyDog Chest Plate Harness for Dogs,Aksesoris,5,250000,1250000,QRIS,0,0,9,2024
TX-20240426-004,2024-04-26,Kong Classic Dog Chew Toy,Mainan,14,55833,781662,Tunai,1,2,4,2024
TX-20240104-003,2024-01-04,Life Cat Pouch - Chicken Tuna Adult,Makanan,8,12024,96192,Transfer,2,1,1,2024
TX-20240416-005,2024-04-16,Kong Puppy Teething Stick,Mainan,7,12024,84168,Tunai,1,2,4,2024
TX-20240308-002,2024-03-08,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,12024,108216,QRIS,3,0,3,2024
TX-20240430-003,2024-04-30,Life Cat Pouch - Chicken Adult,Makanan,11,130000,1430000,QRIS,2,0,4,2024
TX-20241110-002,2024-11-10,Trixie Cat Scratching Post,Mainan,2,12024,24048,QRIS,1,0,11,2024
TX-20240206-001,2024-02-06,Life Cat Can - Kitten Salmon,Makanan,18,55833,1004994,QRIS,2,0,2,2024
TX-20240609-003,2024-06-09,Life Cat Can - Kitten Tuna,Makanan,8,130000,1040000,QRIS,2,0,6,2024
TX-20240605-002,2024-06-05,Life Cat Pouch - Chicken Tuna Adult,Makanan,11,55833,614163,QRIS,2,0,6,2024
TX-20240531-006,2024-05-31,Trixie Cat Scratching Post,Mainan,9,4435,39915,Tunai,1,2,5,2024
TX-20240815-002,2024-08-15,Trixie Cat Tunnel,Mainan,15,130000,1950000,QRIS,1,0,8,2024
TX-20240813-001,2024-08-13,Life Cat Pouch - Chicken Adult,Makanan,4,4435,17740,Tunai,2,2,8,2024
TX-20240908-002,2024-09-08,Life Cat Can - Chicken,Makanan,15,130000,1950000,QRIS,2,0,9,2024
TX-20240531-007,2024-05-31,Life Cat Tofu - Mango,Makanan,14,4435,62090,QRIS,2,0,5,2024
TX-20240209-001,2024-02-09,Trixie Cat Laser Pointer,Mainan,7,12024,84168,Transfer,1,1,2,2024
TX-20240227-002,2024-02-27,Life Cat Can - Kitten Tuna,Makanan,15,4435,66525,QRIS,2,0,2,2024
TX-20240531-008,2024-05-31,Life Cat Tofu - Mango,Makanan,6,250000,1500000,QRIS,2,0,5,2024
TX-20241018-002,2024-10-18,Kong Puppy Teething Stick,Mainan,17,50000,850000,Tunai,1,2,10,2024
TX-20240603-003,2024-06-03,Life Cat Pouch - Kitten Salmon,Makanan,17,55833,949161,Transfer,2,1,6,2024
TX-20240306-004,2024-03-06,Life Cat Can - Tuna,Makanan,9,50000,450000,Tunai,2,2,3,2024
TX-20240106-005,2024-01-06,Seresto Flea and Tick Collar for Dogs,Obat Hewan,13,12024,156312,QRIS,3,0,1,2024
TX-20240728-002,2024-07-28,Life Cat Can - Tuna,Makanan,17,12024,204408,Tunai,2,2,7,2024
TX-20240729-003,2024-07-29,Life Cat Pouch - Kitten Tuna,Makanan,6,50000,300000,QRIS,2,0,7,2024
TX-20240915-004,2024-09-15,Drontal Cat Dewormer,Obat Hewan,8,12024,96192,QRIS,3,0,9,2024
TX-20240818-001,2024-08-18,Life Cat Pouch - Chicken Tuna Adult,Makanan,9,12024,108216,Transfer,2,1,8,2024
TX-20240503-001,2024-05-03,Kong Puppy Teething Stick,Mainan,16,12024,192384,QRIS,1,0,5,2024
TX-20240716-003,2024-07-16,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,7,4435,31045,Tunai,3,2,7,2024
TX-20240923-002,2024-09-23,Life Cat Pouch - Chicken Tuna Adult,Makanan,2,12024,24048,QRIS,2,0,9,2024
TX-20240708-004,2024-07-08,Seresto Flea and Tick Collar for Dogs,Obat Hewan,14,12024,168336,Transfer,3,1,7,2024
TX-20240131-001,2024-01-31,Rogz Utility Dog Leash - Medium,Aksesoris,12,130000,1560000,Transfer,0,1,1,2024
TX-20240129-003,2024-01-29,Trixie Cat Scratching Post,Mainan,14,50000,700000,Tunai,1,2,1,2024
TX-20240207-002,2024-02-07,Nutri-Vet Multivitamin Chewable,Obat Hewan,7,130000,910000,QRIS,3,0,2,2024
TX-20240831-002,2024-08-31,Life Cat Tofu - Macha,Makanan,1,50000,50000,Tunai,2,2,8,2024
TX-20241007-001,2024-10-07,Drontal Cat Dewormer,Obat Hewan,14,4435,62090,QRIS,3,0,10,2024
TX-20241003-002,2024-10-03,Life Cat Pouch - Kitten Tuna,Makanan,8,250000,2000000,Tunai,2,2,10,2024
TX-20240205-004,2024-02-05,Life Cat Tofu - Macha,Makanan,5,250000,1250000,Transfer,2,1,2,2024
TX-20240129-004,2024-01-29,Drontal Cat Dewormer,Obat Hewan,19,4435,84265,Tunai,3,2,1,2024
TX-20240209-002,2024-02-09,Trixie Cat Scratching Post,Mainan,7,50000,350000,Tunai,1,2,2,2024
TX-20240614-004,2024-06-14,Rogz Utility Dog Leash - Medium,Aksesoris,7,12024,84168,Tunai,0,2,6,2024
TX-20240223-002,2024-02-23,EzyDog Chest Plate Harness for Dogs,Aksesoris,8,250000,2000000,Transfer,0,1,2,2024
TX-20241114-002,2024-11-14,Drontal Cat Dewormer,Obat Hewan,7,130000,910000,QRIS,3,0,11,2024
TX-20240508-002,2024-05-08,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,2,55833,111666,QRIS,3,0,5,2024
TX-20240523-004,2024-05-23,Kong Puppy Teething Stick,Mainan,12,50000,600000,QRIS,1,0,5,2024
TX-20240920-003,2024-09-20,Life Cat Pouch - Chicken Tuna Adult,Makanan,2,4435,8870,QRIS,2,0,9,2024
TX-20240806-002,2024-08-06,Life Cat Pouch - Chicken Adult,Makanan,17,12024,204408,QRIS,2,0,8,2024
TX-20240529-004,2024-05-29,Drontal Cat Dewormer,Obat Hewan,8,130000,1040000,Transfer,3,1,5,2024
TX-20240715-004,2024-07-15,Life Cat Pouch - Kitten Chicken,Makanan,6,130000,780000,Transfer,2,1,7,2024
TX-20240122-003,2024-01-22,Life Cat Pouch - Kitten Tuna,Makanan,7,12024,84168,QRIS,2,0,1,2024
TX-20240930-005,2024-09-30,Trixie Cat Scratching Post,Mainan,2,4435,8870,Transfer,1,1,9,2024
TX-20241113-003,2024-11-13,Life Cat Pouch - Chicken Adult,Makanan,17,50000,850000,Transfer,2,1,11,2024
TX-20240109-006,2024-01-09,Life Cat Pouch - Chicken Tuna Adult,Makanan,17,50000,850000,Tunai,2,2,1,2024
TX-20240223-003,2024-02-23,Kong Classic Dog Chew Toy,Mainan,14,130000,1820000,Tunai,1,2,2,2024
TX-20241122-002,2024-11-22,Life Cat Tofu - Macha,Makanan,11,55833,614163,Tunai,2,2,11,2024
TX-20240414-001,2024-04-14,Life Cat Tofu - Mango,Makanan,15,4435,66525,Tunai,2,2,4,2024
TX-20240112-002,2024-01-12,Life Cat Can - Kitten Tuna,Makanan,3,50000,150000,Tunai,2,2,1,2024
TX-20240303-003,2024-03-03,Kong Puppy Teething Stick,Mainan,12,50000,600000,Transfer,1,1,3,2024
TX-20241003-003,2024-10-03,Life Cat Pouch - Chicken Adult,Makanan,17,130000,2210000,Transfer,2,1,10,2024
TX-20241110-003,2024-11-10,Life Cat Pouch - Kitten Tuna,Makanan,7,130000,910000,Transfer,2,1,11,2024
TX-20240208-001,2024-02-08,Nutri-Vet Multivitamin Chewable,Obat Hewan,16,130000,2080000,Tunai,3,2,2,2024
TX-20241018-003,2024-10-18,Life Cat Tofu - Mango,Makanan,6,250000,1500000,QRIS,2,0,10,2024
TX-20240131-002,2024-01-31,Trixie Cat Tunnel,Mainan,2,12024,24048,Transfer,1,1,1,2024
TX-20240103-003,2024-01-03,Life Cat Pouch - Chicken Tuna Adult,Makanan,18,50000,900000,QRIS,2,0,1,2024
TX-20240511-001,2024-05-11,Life Cat Pouch - Chicken Tuna Adult,Makanan,2,50000,100000,Transfer,2,1,5,2024
TX-20240128-006,2024-01-28,Life Cat Pouch - Chicken Adult,Makanan,7,250000,1750000,Transfer,2,1,1,2024
TX-20240708-005,2024-07-08,Life Cat Can - Kitten Tuna,Makanan,16,55833,893328,Tunai,2,2,7,2024
TX-20240829-002,2024-08-29,Frontline Plus Flea & Tick Treatment,Obat Hewan,11,12024,132264,QRIS,3,0,8,2024
TX-20240212-001,2024-02-12,Life Cat Can - Chicken,Makanan,16,130000,2080000,QRIS,2,0,2,2024
TX-20241017-005,2024-10-17,Life Cat Pouch - Kitten Tuna,Makanan,15,12024,180360,Transfer,2,1,10,2024
TX-20240225-002,2024-02-25,Drontal Cat Dewormer,Obat Hewan,17,12024,204408,Transfer,3,1,2,2024
TX-20240625-002,2024-06-25,Life Cat Can - Tuna,Makanan,15,130000,1950000,QRIS,2,0,6,2024
TX-20241031-003,2024-10-31,EzyDog Chest Plate Harness for Dogs,Aksesoris,16,130000,2080000,Transfer,0,1,10,2024
TX-20240117-003,2024-01-17,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,10,4435,44350,Tunai,3,2,1,2024
TX-20240111-002,2024-01-11,Trixie Cat Laser Pointer,Mainan,13,50000,650000,QRIS,1,0,1,2024
TX-20241029-003,2024-10-29,Seresto Flea and Tick Collar for Dogs,Obat Hewan,3,130000,390000,Tunai,3,2,10,2024
TX-20240228-002,2024-02-28,Kong Classic Dog Chew Toy,Mainan,2,12024,24048,Transfer,1,1,2,2024
TX-20241013-002,2024-10-13,Trixie Cat Scratching Post,Mainan,16,55833,893328,Tunai,1,2,10,2024
TX-20240606-002,2024-06-06,Kong Puppy Teething Stick,Mainan,16,4435,70960,Tunai,1,2,6,2024
TX-20240118-004,2024-01-18,Kong Puppy Teething Stick,Mainan,2,55833,111666,Transfer,1,1,1,2024
TX-20241031-004,2024-10-31,Life Cat Pouch - Chicken Tuna Adult,Makanan,18,55833,1004994,Transfer,2,1,10,2024
TX-20241016-002,2024-10-16,EzyDog Chest Plate Harness for Dogs,Aksesoris,17,50000,850000,Transfer,0,1,10,2024
TX-20240831-003,2024-08-31,Drontal Cat Dewormer,Obat Hewan,17,12024,204408,QRIS,3,0,8,2024
TX-20240303-004,2024-03-03,Life Cat Can - Chicken,Makanan,10,55833,558330,Tunai,2,2,3,2024
TX-20240926-006,2024-09-26,Life Cat Pouch - Chicken Adult,Makanan,9,12024,108216,QRIS,2,0,9,2024
TX-20240721-003,2024-07-21,Trixie Cat Scratching Post,Mainan,17,50000,850000,Tunai,1,2,7,2024
TX-20240503-002,2024-05-03,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,55833,558330,QRIS,3,0,5,2024
TX-20240818-002,2024-08-18,Life Cat Pouch Dus,Makanan,13,4435,57655,Tunai,2,2,8,2024
TX-20240704-002,2024-07-04,Trixie Cat Tunnel,Mainan,19,12024,228456,Tunai,1,2,7,2024
TX-20240624-003,2024-06-24,Trixie Cat Laser Pointer,Mainan,4,12024,48096,QRIS,1,0,6,2024
TX-20240613-006,2024-06-13,Life Cat Pouch - Kitten Salmon,Makanan,2,250000,500000,Tunai,2,2,6,2024
TX-20240531-009,2024-05-31,Life Cat Pouch - Kitten Salmon,Makanan,16,12024,192384,QRIS,2,0,5,2024
TX-20240718-002,2024-07-18,Life Cat Can - Chicken,Makanan,18,4435,79830,QRIS,2,0,7,2024
TX-20240520-004,2024-05-20,Kong Puppy Teething Stick,Mainan,16,12024,192384,Transfer,1,1,5,2024
TX-20241029-004,2024-10-29,EzyDog Chest Plate Harness for Dogs,Aksesoris,13,55833,725829,Transfer,0,1,10,2024
TX-20241031-005,2024-10-31,Drontal Cat Dewormer,Obat Hewan,1,12024,12024,Tunai,3,2,10,2024
TX-20240530-002,2024-05-30,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,10,130000,1300000,Transfer,3,1,5,2024
TX-20240111-003,2024-01-11,Seresto Flea and Tick Collar for Dogs,Obat Hewan,17,12024,204408,QRIS,3,0,1,2024
TX-20240914-002,2024-09-14,Seresto Flea and Tick Collar for Dogs,Obat Hewan,4,4435,17740,Tunai,3,2,9,2024
TX-20240523-005,2024-05-23,Trixie Cat Laser Pointer,Mainan,19,4435,84265,Tunai,1,2,5,2024
TX-20240305-001,2024-03-05,Life Cat Can - Tuna,Makanan,15,12024,180360,QRIS,2,0,3,2024
TX-20240518-003,2024-05-18,Life Cat Tofu - Macha,Makanan,7,250000,1750000,QRIS,2,0,5,2024
TX-20240604-002,2024-06-04,Life Cat Can - Kitten Salmon,Makanan,19,4435,84265,Transfer,2,1,6,2024
TX-20241105-001,2024-11-05,Life Cat Pouch - Kitten Tuna,Makanan,14,4435,62090,QRIS,2,0,11,2024
TX-20240905-002,2024-09-05,Life Cat Can - Kitten Salmon,Makanan,14,55833,781662,Transfer,2,1,9,2024
