ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran
TX-20240924-003,2024-09-24,Life Cat Can - Kitten Tuna,Makanan,1,130000,130000,QRIS
TX-20240316-002,2024-03-16,Life Cat Pouch - Chicken Tuna Adult,Makanan,9,12000,108000,QRIS
TX-20240919-001,2024-09-19,Trixie Cat Scratching Post,Mainan,4,12000,48000,Tunai
TX-20241019-002,2024-10-19,Kong Classic Dog Chew Toy,Mainan,5,250000,1250000,Tunai
TX-20240630-001,2024-06-30,Trixie Cat Scratching Post,Mainan,3,12000,36000,QRIS
TX-20240710-001,2024-07-10,Life Cat Pouch Dus,Makanan,4,130000,520000,Transfer
TX-20241101-003,2024-11-01,Life Cat Pouch Dus,Makanan,3,12000,36000,Tunai
TX-20240216-006,2024-02-16,Drontal Cat Dewormer,Obat Hewan,5,50000,250000,Tunai
TX-20241114-004,2024-11-14,Nutri-Vet Multivitamin Chewable,Obat Hewan,7,12000,84000,Tunai
TX-20240711-001,2024-07-11,Life Cat Pouch Dus,Makanan,9,250000,2250000,Transfer
TX-20240515-001,2024-05-15,Life Cat Pouch - Kitten Chicken,Makanan,2,130000,260000,Transfer
TX-20240318-004,2024-03-18,Seresto Flea and Tick Collar for Dogs,Obat Hewan,3,250000,750000,Tunai
TX-20240814-003,2024-08-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,2,4500,9000,Transfer
TX-20240406-004,2024-04-06,Life Cat Pouch - Salmon Adult,Makanan,1,55000,55000,Transfer
TX-20240120-003,2024-01-20,Rogz Utility Dog Leash - Medium,Aksesoris,3,55000,165000,Transfer
TX-20240414-001,2024-04-14,Nutri-Vet Multivitamin Chewable,Obat Hewan,2,250000,500000,QRIS
TX-20240124-005,2024-01-24,Trixie Cat Tunnel,Mainan,5,130000,650000,Transfer
TX-20240308-003,2024-03-08,Kong Classic Dog Chew Toy,Mainan,1,4500,4500,QRIS
TX-20240704-003,2024-07-04,Life Cat Can - Tuna,Makanan,6,130000,780000,Transfer
TX-20240208-002,2024-02-08,Life Cat Can - Chicken,Makanan,2,50000,100000,Transfer
TX-20240720-002,2024-07-20,Rogz Utility Dog Leash - Medium,Aksesoris,2,130000,260000,QRIS
TX-20240223-004,2024-02-23,Life Cat Can - Chicken,Makanan,10,12000,120000,Transfer
TX-20240527-002,2024-05-27,Life Cat Pouch - Salmon Adult,Makanan,7,130000,910000,Transfer
TX-20240727-002,2024-07-27,Life Cat Can - Kitten Salmon,Makanan,9,12000,108000,Transfer
TX-20240125-003,2024-01-25,Kong Puppy Teething Stick,Mainan,7,4500,31500,Tunai
TX-20240103-003,2024-01-03,Trixie Cat Scratching Post,Mainan,4,250000,1000000,QRIS
TX-20240103-004,2024-01-03,Life Cat Pouch - Kitten Chicken,Makanan,3,130000,390000,Tunai
TX-20240215-001,2024-02-15,Life Cat Pouch - Chicken Tuna Adult,Makanan,9,50000,450000,QRIS
TX-20240726-004,2024-07-26,Life Cat Can - Kitten Salmon,Makanan,9,12000,108000,Tunai
TX-20240615-001,2024-06-15,Life Cat Can - Kitten Salmon,Makanan,7,4500,31500,QRIS
TX-20240122-002,2024-01-22,Life Cat Tofu - Macha,Makanan,10,12000,120000,Tunai
TX-20240915-003,2024-09-15,Life Cat Pouch - Chicken Tuna Adult,Makanan,10,4500,45000,Tunai
TX-20240207-002,2024-02-07,Life Cat Can - Kitten Salmon,Makanan,4,130000,520000,Tunai
TX-20240228-001,2024-02-28,Rogz Utility Dog Leash - Medium,Aksesoris,7,55000,385000,QRIS
TX-20240904-002,2024-09-04,Life Cat Pouch Dus,Makanan,9,12000,108000,QRIS
TX-20240206-003,2024-02-06,Seresto Flea and Tick Collar for Dogs,Obat Hewan,7,130000,910000,QRIS
TX-20241119-002,2024-11-19,Life Cat Pouch - Kitten Salmon,Makanan,9,250000,2250000,Tunai
TX-20240128-005,2024-01-28,Life Cat Pouch - Kitten Tuna,Makanan,8,55000,440000,Transfer
TX-20241123-003,2024-11-23,Kong Puppy Teething Stick,Mainan,1,250000,250000,QRIS
TX-20241020-003,2024-10-20,Trixie Cat Laser Pointer,Mainan,4,250000,1000000,QRIS
TX-20240309-002,2024-03-09,Life Cat Can - Chicken,Makanan,4,130000,520000,QRIS
TX-20240625-001,2024-06-25,Life Cat Can - Kitten Tuna,Makanan,3,55000,165000,Transfer
TX-20241028-001,2024-10-28,Rogz Utility Dog Leash - Medium,Aksesoris,5,130000,650000,Tunai
TX-20240227-004,2024-02-27,Rogz Utility Dog Leash - Medium,Aksesoris,3,4500,13500,Tunai
TX-20240829-003,2024-08-29,Life Cat Pouch - Kitten Salmon,Makanan,6,4500,27000,Tunai
TX-20241009-001,2024-10-09,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,4500,27000,Tunai
TX-20241111-002,2024-11-11,Trixie Cat Tunnel,Mainan,4,12000,48000,QRIS
TX-20240928-002,2024-09-28,Kong Classic Dog Chew Toy,Mainan,6,130000,780000,Tunai
TX-20240225-003,2024-02-25,Life Cat Can - Kitten Tuna,Makanan,8,12000,96000,Tunai
TX-20240311-004,2024-03-11,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,12000,120000,Tunai
TX-20240607-001,2024-06-07,Drontal Cat Dewormer,Obat Hewan,2,12000,24000,Tunai
TX-20241128-003,2024-11-28,Life Cat Can - Kitten Tuna,Makanan,7,12000,84000,QRIS
TX-20240827-003,2024-08-27,Drontal Cat Dewormer,Obat Hewan,7,130000,910000,QRIS
TX-20240822-002,2024-08-22,Frontline Plus Flea & Tick Treatment,Obat Hewan,6,55000,330000,QRIS
TX-20240831-003,2024-08-31,Life Cat Tofu - Mango,Makanan,9,12000,108000,Transfer
TX-20240825-006,2024-08-25,Nutri-Vet Multivitamin Chewable,Obat Hewan,3,12000,36000,Transfer
TX-20240510-003,2024-05-10,Rogz Utility Dog Leash - Medium,Aksesoris,9,55000,495000,Tunai
TX-20240107-001,2024-01-07,Life Cat Tofu - Macha,Makanan,10,130000,1300000,Tunai
TX-20240303-003,2024-03-03,Life Cat Pouch - Kitten Tuna,Makanan,2,55000,110000,Tunai
TX-20241007-002,2024-10-07,Kong Puppy Teething Stick,Mainan,3,250000,750000,Tunai
TX-20241010-002,2024-10-10,Life Cat Can - Chicken,Makanan,5,12000,60000,Tunai
TX-20240402-002,2024-04-02,Frontline Plus Flea & Tick Treatment,Obat Hewan,5,250000,1250000,Transfer
TX-20240820-003,2024-08-20,Life Cat Can - Tuna,Makanan,3,50000,150000,Transfer
TX-20240513-003,2024-05-13,Kong Classic Dog Chew Toy,Mainan,8,4500,36000,Tunai
TX-20240719-003,2024-07-19,Frontline Plus Flea & Tick Treatment,Obat Hewan,2,50000,100000,Tunai
TX-20240618-002,2024-06-18,EzyDog Chest Plate Harness for Dogs,Aksesoris,5,50000,250000,QRIS
TX-20240108-002,2024-01-08,Life Cat Pouch - Salmon Adult,Makanan,3,4500,13500,Transfer
TX-20240812-001,2024-08-12,Life Cat Can - Kitten Tuna,Makanan,8,250000,2000000,Transfer
TX-20240201-002,2024-02-01,Life Cat Can - Kitten Salmon,Makanan,9,55000,495000,Transfer
TX-20241101-004,2024-11-01,EzyDog Chest Plate Harness for Dogs,Aksesoris,1,130000,130000,Tunai
TX-20240718-003,2024-07-18,Life Cat Can - Chicken,Makanan,7,130000,910000,Tunai
TX-20240816-003,2024-08-16,Life Cat Can - Chicken,Makanan,5,4500,22500,Tunai
TX-20240325-004,2024-03-25,Trixie Cat Laser Pointer,Mainan,2,55000,110000,Transfer
TX-20240526-003,2024-05-26,Life Cat Can - Chicken,Makanan,8,130000,1040000,QRIS
TX-20240216-007,2024-02-16,Life Cat Pouch - Salmon Adult,Makanan,2,12000,24000,QRIS
TX-20240721-003,2024-07-21,Life Cat Pouch - Salmon Adult,Makanan,5,250000,1250000,Tunai
TX-20240725-001,2024-07-25,Life Cat Can - Tuna,Makanan,4,50000,200000,Tunai
TX-20240825-007,2024-08-25,Life Cat Pouch Dus,Makanan,6,55000,330000,Tunai
TX-20240118-003,2024-01-18,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,12000,108000,QRIS
TX-20240408-004,2024-04-08,Life Cat Pouch - Chicken Tuna Adult,Makanan,1,130000,130000,QRIS
TX-20240120-004,2024-01-20,Life Cat Can - Kitten Tuna,Makanan,6,4500,27000,QRIS
TX-20240720-003,2024-07-20,Life Cat Pouch Dus,Makanan,6,4500,27000,Tunai
TX-20240211-003,2024-02-11,Nutri-Vet Multivitamin Chewable,Obat Hewan,10,130000,1300000,Tunai
TX-20240804-003,2024-08-04,Life Cat Can - Tuna,Makanan,10,250000,2500000,Tunai
TX-20241115-004,2024-11-15,Life Cat Pouch - Kitten Tuna,Makanan,3,4500,13500,QRIS
TX-20240529-004,2024-05-29,Life Cat Can - Chicken,Makanan,9,4500,40500,Tunai
TX-20241126-002,2024-11-26,Drontal Cat Dewormer,Obat Hewan,5,250000,1250000,Transfer
TX-20240226-003,2024-02-26,Seresto Flea and Tick Collar for Dogs,Obat Hewan,1,55000,55000,Transfer
TX-20240222-002,2024-02-22,Life Cat Can - Chicken,Makanan,5,50000,250000,QRIS
TX-20240708-004,2024-07-08,Kong Classic Dog Chew Toy,Mainan,7,4500,31500,QRIS
TX-20240404-003,2024-04-04,Life Cat Can - Chicken,Makanan,7,12000,84000,Tunai
TX-20240919-002,2024-09-19,Life Cat Pouch - Chicken Adult,Makanan,5,4500,22500,QRIS
TX-20240302-003,2024-03-02,EzyDog Chest Plate Harness for Dogs,Aksesoris,1,130000,130000,QRIS
TX-20240415-002,2024-04-15,Life Cat Pouch - Kitten Salmon,Makanan,7,50000,350000,Transfer
TX-20240818-002,2024-08-18,Trixie Cat Tunnel,Mainan,4,130000,520000,QRIS
TX-20240403-004,2024-04-03,Frontline Plus Flea & Tick Treatment,Obat Hewan,2,250000,500000,QRIS
TX-20240906-004,2024-09-06,Life Cat Pouch - Chicken Adult,Makanan,2,130000,260000,QRIS
TX-20240606-002,2024-06-06,Trixie Cat Tunnel,Mainan,10,12000,120000,Tunai
TX-20240510-004,2024-05-10,Nutri-Vet Multivitamin Chewable,Obat Hewan,3,50000,150000,Transfer
TX-20240228-002,2024-02-28,Life Cat Pouch - Chicken Adult,Makanan,4,250000,1000000,Transfer
TX-20240309-003,2024-03-09,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,4500,31500,QRIS
TX-20240621-001,2024-06-21,Life Cat Can - Tuna,Makanan,7,130000,910000,Tunai
TX-20240625-002,2024-06-25,Rogz Utility Dog Leash - Medium,Aksesoris,8,130000,1040000,Transfer
TX-20241104-003,2024-11-04,Life Cat Tofu - Mango,Makanan,2,50000,100000,QRIS
TX-20240428-005,2024-04-28,Life Cat Pouch - Salmon Adult,Makanan,1,55000,55000,Tunai
TX-20240924-004,2024-09-24,Trixie Cat Laser Pointer,Mainan,2,4500,9000,QRIS
TX-20241110-002,2024-11-10,Life Cat Pouch - Kitten Salmon,Makanan,1,130000,130000,Transfer
TX-20240306-003,2024-03-06,Trixie Cat Laser Pointer,Mainan,3,4500,13500,QRIS
TX-20240329-003,2024-03-29,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,55000,550000,Transfer
TX-20240506-004,2024-05-06,Life Cat Tofu - Macha,Makanan,4,130000,520000,Transfer
TX-20240510-005,2024-05-10,Trixie Cat Tunnel,Mainan,1,55000,55000,Transfer
TX-20240513-004,2024-05-13,Life Cat Can - Kitten Salmon,Makanan,6,130000,780000,Transfer
TX-20240912-006,2024-09-12,Life Cat Can - Kitten Salmon,Makanan,4,130000,520000,QRIS
TX-20240531-002,2024-05-31,Rogz Utility Dog Leash - Medium,Aksesoris,7,12000,84000,QRIS
TX-20240910-001,2024-09-10,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,8,4500,36000,Tunai
TX-20240722-001,2024-07-22,Life Cat Can - Chicken,Makanan,2,4500,9000,Tunai
TX-20241031-003,2024-10-31,Life Cat Pouch - Salmon Adult,Makanan,3,55000,165000,Tunai
TX-20240904-003,2024-09-04,Life Cat Can - Chicken,Makanan,4,4500,18000,Transfer
TX-20240314-001,2024-03-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,12000,120000,Tunai
TX-20240210-002,2024-02-10,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,130000,780000,QRIS
TX-20240116-001,2024-01-16,Rogz Utility Dog Leash - Medium,Aksesoris,7,50000,350000,Transfer
TX-20240805-002,2024-08-05,Life Cat Can - Tuna,Makanan,4,50000,200000,Tunai
TX-20240317-002,2024-03-17,Life Cat Pouch - Chicken Tuna Adult,Makanan,1,4500,4500,Tunai
TX-20240712-001,2024-07-12,Life Cat Pouch - Kitten Tuna,Makanan,8,4500,36000,Tunai
TX-20241018-001,2024-10-18,Life Cat Pouch - Kitten Tuna,Makanan,7,250000,1750000,Tunai
TX-20240613-002,2024-06-13,Nutri-Vet Multivitamin Chewable,Obat Hewan,5,50000,250000,Tunai
TX-20240115-002,2024-01-15,Life Cat Tofu - Macha,Makanan,10,12000,120000,Transfer
TX-20240425-005,2024-04-25,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,55000,495000,Transfer
TX-20240625-003,2024-06-25,Trixie Cat Scratching Post,Mainan,3,55000,165000,Tunai
TX-20240507-003,2024-05-07,Life Cat Can - Kitten Salmon,Makanan,4,250000,1000000,Tunai
TX-20241121-001,2024-11-21,Life Cat Pouch - Chicken Adult,Makanan,2,4500,9000,QRIS
TX-20240323-003,2024-03-23,Trixie Cat Scratching Post,Mainan,7,55000,385000,QRIS
TX-20240905-002,2024-09-05,Seresto Flea and Tick Collar for Dogs,Obat Hewan,9,250000,2250000,QRIS
TX-20241104-004,2024-11-04,Kong Puppy Teething Stick,Mainan,10,55000,550000,Tunai
TX-20240329-004,2024-03-29,Trixie Cat Scratching Post,Mainan,8,130000,1040000,QRIS
TX-20241014-001,2024-10-14,Life Cat Pouch - Kitten Tuna,Makanan,8,55000,440000,Transfer
TX-20240418-003,2024-04-18,EzyDog Chest Plate Harness for Dogs,Aksesoris,8,12000,96000,QRIS
TX-20240405-002,2024-04-05,Life Cat Pouch - Kitten Tuna,Makanan,10,130000,1300000,Transfer
TX-20240911-002,2024-09-11,Kong Classic Dog Chew Toy,Mainan,2,12000,24000,Transfer
TX-20240225-004,2024-02-25,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,130000,1300000,QRIS
TX-20240622-004,2024-06-22,Trixie Cat Tunnel,Mainan,3,130000,390000,QRIS
TX-20240317-003,2024-03-17,Trixie Cat Tunnel,Mainan,9,55000,495000,Transfer
TX-20240526-004,2024-05-26,Trixie Cat Laser Pointer,Mainan,4,12000,48000,Transfer
TX-20241007-003,2024-10-07,Life Cat Pouch - Kitten Salmon,Makanan,1,4500,4500,QRIS
TX-20240207-003,2024-02-07,Drontal Cat Dewormer,Obat Hewan,9,250000,2250000,Tunai
TX-20240403-005,2024-04-03,Life Cat Can - Chicken,Makanan,7,50000,350000,QRIS
TX-20240814-004,2024-08-14,Life Cat Pouch Dus,Makanan,6,55000,330000,Tunai
TX-20240209-004,2024-02-09,Life Cat Pouch - Chicken Adult,Makanan,8,50000,400000,QRIS
TX-20240820-004,2024-08-20,Drontal Cat Dewormer,Obat Hewan,5,55000,275000,Transfer
TX-20240512-003,2024-05-12,Life Cat Pouch - Chicken Tuna Adult,Makanan,5,55000,275000,QRIS
TX-20240802-004,2024-08-02,EzyDog Chest Plate Harness for Dogs,Aksesoris,3,4500,13500,QRIS
TX-20240704-004,2024-07-04,Rogz Utility Dog Leash - Medium,Aksesoris,6,12000,72000,Transfer
TX-20240814-005,2024-08-14,Kong Classic Dog Chew Toy,Mainan,7,12000,84000,Tunai
TX-20240520-004,2024-05-20,EzyDog Chest Plate Harness for Dogs,Aksesoris,1,50000,50000,Tunai
TX-20240925-002,2024-09-25,Trixie Cat Tunnel,Mainan,3,55000,165000,Transfer
TX-20240720-004,2024-07-20,Nutri-Vet Multivitamin Chewable,Obat Hewan,5,50000,250000,Tunai
TX-20240221-001,2024-02-21,Life Cat Pouch - Chicken Adult,Makanan,1,50000,50000,Tunai
TX-20240522-003,2024-05-22,Life Cat Pouch - Chicken Adult,Makanan,5,12000,60000,Transfer
TX-20241130-002,2024-11-30,Life Cat Can - Kitten Salmon,Makanan,7,130000,910000,Transfer
TX-20240711-002,2024-07-11,Life Cat Can - Chicken,Makanan,10,12000,120000,QRIS
TX-20241027-001,2024-10-27,Life Cat Pouch - Chicken Tuna Adult,Makanan,4,55000,220000,QRIS
TX-20241111-003,2024-11-11,Life Cat Pouch - Chicken Tuna Adult,Makanan,5,12000,60000,Transfer
TX-20240412-002,2024-04-12,Nutri-Vet Multivitamin Chewable,Obat Hewan,2,130000,260000,QRIS
TX-20240724-002,2024-07-24,Life Cat Can - Tuna,Makanan,4,12000,48000,Transfer
TX-20240426-002,2024-04-26,Life Cat Pouch - Salmon Adult,Makanan,2,250000,500000,Tunai
TX-20240522-004,2024-05-22,EzyDog Chest Plate Harness for Dogs,Aksesoris,1,250000,250000,Tunai
TX-20240728-003,2024-07-28,Nutri-Vet Multivitamin Chewable,Obat Hewan,1,250000,250000,Tunai
TX-20240907-004,2024-09-07,Kong Puppy Teething Stick,Mainan,5,55000,275000,QRIS
TX-20240701-002,2024-07-01,Drontal Cat Dewormer,Obat Hewan,9,4500,40500,QRIS
TX-20240205-002,2024-02-05,Kong Classic Dog Chew Toy,Mainan,10,250000,2500000,QRIS
TX-20240505-001,2024-05-05,Rogz Utility Dog Leash - Medium,Aksesoris,2,130000,260000,Tunai
TX-20240808-003,2024-08-08,Life Cat Tofu - Mango,Makanan,7,4500,31500,QRIS
TX-20241127-002,2024-11-27,Life Cat Pouch - Chicken Adult,Makanan,5,12000,60000,Tunai
TX-20240310-001,2024-03-10,Life Cat Can - Kitten Tuna,Makanan,2,12000,24000,Transfer
TX-20240512-004,2024-05-12,Drontal Cat Dewormer,Obat Hewan,1,250000,250000,QRIS
TX-20240221-002,2024-02-21,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,55000,385000,QRIS
TX-20240317-004,2024-03-17,Kong Classic Dog Chew Toy,Mainan,6,130000,780000,Transfer
TX-20240820-005,2024-08-20,Kong Classic Dog Chew Toy,Mainan,3,12000,36000,Tunai
TX-20241126-003,2024-11-26,Life Cat Pouch - Salmon Adult,Makanan,1,250000,250000,QRIS
TX-20240104-003,2024-01-04,Life Cat Can - Chicken,Makanan,10,12000,120000,Tunai
TX-20240726-005,2024-07-26,Seresto Flea and Tick Collar for Dogs,Obat Hewan,6,12000,72000,QRIS
TX-20240612-002,2024-06-12,Trixie Cat Laser Pointer,Mainan,5,12000,60000,Tunai
TX-20240622-005,2024-06-22,Drontal Cat Dewormer,Obat Hewan,9,130000,1170000,Tunai
TX-20240622-006,2024-06-22,Seresto Flea and Tick Collar for Dogs,Obat Hewan,6,250000,1500000,Tunai
TX-20240318-005,2024-03-18,Nutri-Vet Multivitamin Chewable,Obat Hewan,6,55000,330000,Tunai
TX-20240923-004,2024-09-23,Trixie Cat Tunnel,Mainan,9,4500,40500,QRIS
TX-20240703-006,2024-07-03,Trixie Cat Laser Pointer,Mainan,4,130000,520000,QRIS
TX-20240505-002,2024-05-05,Kong Puppy Teething Stick,Mainan,8,50000,400000,Tunai
TX-20240205-003,2024-02-05,Rogz Utility Dog Leash - Medium,Aksesoris,1,250000,250000,Tunai
TX-20240915-004,2024-09-15,Trixie Cat Scratching Post,Mainan,10,55000,550000,Tunai
TX-20240411-002,2024-04-11,Frontline Plus Flea & Tick Treatment,Obat Hewan,4,250000,1000000,Tunai
TX-20240827-004,2024-08-27,Life Cat Can - Kitten Tuna,Makanan,9,250000,2250000,Tunai
TX-20241021-002,2024-10-21,Trixie Cat Scratching Post,Mainan,4,55000,220000,QRIS
TX-20241013-001,2024-10-13,Life Cat Pouch - Chicken Adult,Makanan,5,55000,275000,QRIS
TX-20240406-005,2024-04-06,Life Cat Pouch - Kitten Tuna,Makanan,8,50000,400000,QRIS
TX-20240204-001,2024-02-04,Life Cat Tofu - Macha,Makanan,8,50000,400000,Transfer
TX-20240917-002,2024-09-17,Seresto Flea and Tick Collar for Dogs,Obat Hewan,2,130000,260000,Tunai
TX-20240914-001,2024-09-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,4500,27000,Transfer
TX-20241005-004,2024-10-05,Kong Puppy Teething Stick,Mainan,4,4500,18000,QRIS
TX-20241022-004,2024-10-22,Life Cat Can - Kitten Tuna,Makanan,7,12000,84000,Tunai
TX-20240528-002,2024-05-28,Frontline Plus Flea & Tick Treatment,Obat Hewan,1,55000,55000,Tunai
TX-20240221-003,2024-02-21,Life Cat Can - Tuna,Makanan,7,4500,31500,QRIS
TX-20240115-003,2024-01-15,Trixie Cat Laser Pointer,Mainan,4,250000,1000000,Tunai
TX-20240816-004,2024-08-16,Life Cat Pouch - Kitten Chicken,Makanan,8,55000,440000,Transfer
TX-20240829-004,2024-08-29,Trixie Cat Tunnel,Mainan,3,130000,390000,QRIS
TX-20240306-004,2024-03-06,Life Cat Pouch - Kitten Salmon,Makanan,10,55000,550000,QRIS
TX-20241113-002,2024-11-13,Seresto Flea and Tick Collar for Dogs,Obat Hewan,2,55000,110000,Tunai
TX-20240120-005,2024-01-20,Life Cat Pouch - Kitten Chicken,Makanan,5,4500,22500,QRIS
TX-20240829-005,2024-08-29,Life Cat Pouch - Chicken Tuna Adult,Makanan,7,55000,385000,Tunai
TX-20240106-002,2024-01-06,Life Cat Can - Kitten Salmon,Makanan,1,250000,250000,Tunai
TX-20240330-002,2024-03-30,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,50000,500000,QRIS
TX-20240422-002,2024-04-22,Trixie Cat Tunnel,Mainan,2,250000,500000,Tunai
TX-20240920-003,2024-09-20,Life Cat Pouch - Chicken Adult,Makanan,1,130000,130000,QRIS
TX-20240326-001,2024-03-26,Life Cat Pouch - Chicken Adult,Makanan,10,250000,2500000,QRIS
TX-20240614-002,2024-06-14,Trixie Cat Tunnel,Mainan,4,130000,520000,QRIS
TX-20240724-003,2024-07-24,Trixie Cat Tunnel,Mainan,1,250000,250000,Transfer
TX-20240717-002,2024-07-17,EzyDog Chest Plate Harness for Dogs,Aksesoris,8,4500,36000,Tunai
TX-20240522-005,2024-05-22,Life Cat Pouch - Kitten Chicken,Makanan,10,50000,500000,QRIS
TX-20240118-004,2024-01-18,Life Cat Can - Kitten Tuna,Makanan,5,50000,250000,Tunai
TX-20241116-001,2024-11-16,Life Cat Pouch - Chicken Adult,Makanan,2,12000,24000,QRIS
TX-20240619-001,2024-06-19,Trixie Cat Scratching Post,Mainan,4,250000,1000000,Transfer
TX-20240428-006,2024-04-28,Life Cat Pouch - Kitten Salmon,Makanan,4,250000,1000000,QRIS
TX-20241008-002,2024-10-08,Life Cat Can - Chicken,Makanan,6,55000,330000,QRIS
TX-20241013-002,2024-10-13,Life Cat Pouch - Chicken Adult,Makanan,2,4500,9000,Transfer
TX-20240828-002,2024-08-28,Trixie Cat Laser Pointer,Mainan,3,55000,165000,QRIS
TX-20240205-004,2024-02-05,Life Cat Can - Chicken,Makanan,4,4500,18000,Transfer
TX-20240821-001,2024-08-21,Life Cat Pouch - Kitten Chicken,Makanan,9,12000,108000,Transfer
TX-20240916-002,2024-09-16,Life Cat Tofu - Macha,Makanan,9,4500,40500,Tunai
TX-20240521-004,2024-05-21,Kong Classic Dog Chew Toy,Mainan,6,55000,330000,Tunai
TX-20240129-002,2024-01-29,Trixie Cat Laser Pointer,Mainan,8,12000,96000,Tunai
TX-20240430-003,2024-04-30,Kong Classic Dog Chew Toy,Mainan,5,50000,250000,QRIS
TX-20240120-006,2024-01-20,Life Cat Can - Kitten Tuna,Makanan,6,250000,1500000,Tunai
TX-20240620-007,2024-06-20,Life Cat Pouch Dus,Makanan,1,250000,250000,Transfer
TX-20240910-002,2024-09-10,Trixie Cat Scratching Post,Mainan,1,12000,12000,Transfer
TX-20240924-005,2024-09-24,Trixie Cat Tunnel,Mainan,10,50000,500000,Transfer
TX-20240710-002,2024-07-10,Life Cat Tofu - Mango,Makanan,6,50000,300000,Tunai
TX-20240812-002,2024-08-12,Nutri-Vet Multivitamin Chewable,Obat Hewan,4,55000,220000,Tunai
TX-20240516-003,2024-05-16,Life Cat Can - Chicken,Makanan,7,12000,84000,QRIS
TX-20240416-001,2024-04-16,Life Cat Can - Kitten Tuna,Makanan,1,4500,4500,Tunai
TX-20240908-004,2024-09-08,Life Cat Can - Kitten Salmon,Makanan,8,55000,440000,QRIS
TX-20240325-005,2024-03-25,Trixie Cat Laser Pointer,Mainan,6,250000,1500000,Tunai
TX-20240915-005,2024-09-15,Life Cat Pouch - Kitten Salmon,Makanan,4,4500,18000,Tunai
TX-20241026-002,2024-10-26,Life Cat Pouch - Kitten Salmon,Makanan,1,50000,50000,Tunai
TX-20240901-004,2024-09-01,Trixie Cat Laser Pointer,Mainan,9,130000,1170000,Transfer
TX-20240121-001,2024-01-21,Life Cat Can - Chicken,Makanan,4,130000,520000,Tunai
TX-20240816-005,2024-08-16,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,7,55000,385000,Transfer
TX-20240209-005,2024-02-09,Kong Classic Dog Chew Toy,Mainan,10,4500,45000,Tunai
TX-20240913-002,2024-09-13,Rogz Utility Dog Leash - Medium,Aksesoris,7,130000,910000,Tunai
TX-20240618-003,2024-06-18,EzyDog Chest Plate Harness for Dogs,Aksesoris,10,4500,45000,QRIS
TX-20241022-005,2024-10-22,Life Cat Can - Chicken,Makanan,8,50000,400000,Tunai
TX-20240811-002,2024-08-11,Life Cat Pouch - Kitten Salmon,Makanan,8,55000,440000,Tunai
TX-20240214-001,2024-02-14,Life Cat Pouch - Chicken Adult,Makanan,2,50000,100000,Transfer
TX-20240729-002,2024-07-29,Life Cat Pouch - Kitten Chicken,Makanan,6,12000,72000,Tunai
TX-20240503-002,2024-05-03,Trixie Cat Laser Pointer,Mainan,6,130000,780000,Transfer
TX-20240731-002,2024-07-31,Life Cat Pouch - Salmon Adult,Makanan,6,4500,27000,QRIS
TX-20240402-003,2024-04-02,Drontal Cat Dewormer,Obat Hewan,3,12000,36000,QRIS
TX-20241130-003,2024-11-30,Life Cat Pouch Dus,Makanan,3,4500,13500,Transfer
TX-20240924-006,2024-09-24,Kong Classic Dog Chew Toy,Mainan,4,250000,1000000,Transfer
TX-20240806-003,2024-08-06,Life Cat Pouch - Chicken Tuna Adult,Makanan,2,50000,100000,Transfer
TX-20240602-002,2024-06-02,Kong Puppy Teething Stick,Mainan,9,4500,40500,QRIS
TX-20240930-002,2024-09-30,Nutri-Vet Multivitamin Chewable,Obat Hewan,4,12000,48000,Tunai
TX-20240219-002,2024-02-19,Trixie Cat Scratching Post,Mainan,10,50000,500000,QRIS
TX-20240226-004,2024-02-26,EzyDog Chest Plate Harness for Dogs,Aksesoris,8,130000,1040000,QRIS
TX-20241015-002,2024-10-15,EzyDog Chest Plate Harness for Dogs,Aksesoris,8,4500,36000,Transfer
TX-20240316-003,2024-03-16,Life Cat Can - Kitten Tuna,Makanan,3,55000,165000,Tunai
TX-20240914-002,2024-09-14,Trixie Cat Laser Pointer,Mainan,4,55000,220000,Tunai
TX-20240114-003,2024-01-14,Seresto Flea and Tick Collar for Dogs,Obat Hewan,8,55000,440000,QRIS
TX-20241027-002,2024-10-27,Life Cat Tofu - Mango,Makanan,2,250000,500000,Tunai
TX-20241122-002,2024-11-22,Life Cat Pouch - Chicken Tuna Adult,Makanan,5,250000,1250000,Transfer
TX-20240807-002,2024-08-07,Life Cat Pouch - Kitten Salmon,Makanan,9,55000,495000,Transfer
