id_transaksi,tanggal_transaksi,jumlah_terjual,produk1,kategori1,harga1,produk2,kategori2,harga2,produk3,kategori3,harga3,produk4,kategori4,harga4,total_harga,metode_pembayaran
k7MZQYcH,2024-10-11,3,Hiasan Aquarium,Aksesoris Ikan,15000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,95833,Debit Card
10KkCFGy,2024-05-14,3,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,179286,Debit Card
OaqDX6E2,2024-09-28,1,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Makanan Kucing Whiskas,Makanan Kucing,45000.0,182435,qris
5eBi9ENH,2024-08-20,3,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Can - Tuna,Makanan Kucing,11000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,96333,Cash
qMvjJU9O,2024-09-02,5,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,15453,qris
cfKzv32A,2024-03-30,3,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,83310,Cash
WwfAWdgX,2024-12-27,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,Makanan Ikan Gupi,Makanan Ikan,35000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,151888,Cash
PDvCPZAJ,2024-11-26,5,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,,,,,,,27000,qris
kzR9QPYk,2024-12-01,1,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,90833,Debit Card
2vIEhI82,2024-01-14,1,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Anjing Purina,Makanan Anjing,50000.0,,,,130833,Debit Card
odx7x6CG,2024-01-10,3,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,,,,44024,Debit Card
axFvDDI4,2024-05-25,2,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,72286,Cash
qJWf7b2q,2024-02-07,3,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Tofu - Macha,Makanan Kucing,55833,Hiasan Aquarium,Aksesoris Ikan,15000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,95286,Debit Card
WneZmEqo,2024-05-28,2,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,,,,,,,29435,qris
169z8nGq,2024-10-13,2,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,58935,Debit Card
oxqcocll,2024-02-09,5,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Ikan Gupi,Makanan Ikan,35000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,84435,qris
QmkhtroL,2024-02-19,3,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,120024,Debit Card
plmQ5O7c,2024-10-26,1,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,120000,Cash
3GdKZnGS,2024-08-15,3,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,87333,qris
djOOx5YJ,2024-08-27,3,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,,,,39000,Cash
bqVvcicj,2024-12-10,5,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,148690,Debit Card
jBGJJRxM,2024-08-28,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,71268,qris
CXccvnSX,2024-11-01,5,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,100833,Debit Card
Q5FGUTd5,2024-08-11,1,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Anjing Purina,Makanan Anjing,50000,,,,,,,105833,Cash
4CCYz9OF,2024-03-25,5,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,Makanan Ikan Gupi,Makanan Ikan,35000.0,203268,Debit Card
CH3pjvQr,2024-04-16,4,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,131000,Debit Card
NrxHUTed,2024-09-15,4,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Tuna,Makanan Kucing,11000,,,,,,,15435,qris
9JokAGpB,2024-12-12,1,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,Makanan Kucing Whiskas,Makanan Kucing,45000.0,65894,Cash
woC6mdXJ,2024-01-20,4,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Mainan Anjing Kong,Mainan Anjing,20000.0,164000,qris
NhOojOcD,2024-01-05,3,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,112453,Cash
CoHphD8W,2024-04-17,3,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,140000,qris
w0pM546m,2024-09-18,4,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,,,,19870,Cash
vok6ks8R,2024-07-03,1,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,55959,Cash
EPF3YZNM,2024-02-09,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Tofu - Mango,Makanan Kucing,55833,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,75268,Debit Card
uUsmRsNo,2024-02-20,4,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Tuna,Makanan Kucing,11000,,,,,,,15500,Cash
9a7PGFJY,2024-02-11,5,Life Cat Pouch Dus,Makanan Kucing,108000,Makanan Anjing Purina,Makanan Anjing,50000,,,,,,,158000,Debit Card
okabEgli,2024-09-01,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,90833,Debit Card
452TJzMh,2024-11-18,3,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,23024,Debit Card
orfG0zcn,2024-03-16,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,49435,Cash
Z5iI9xMw,2024-03-26,2,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,,,,28888,Debit Card
aPczskRG,2024-09-10,2,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,13388,Cash
v5jfQY0h,2024-03-05,3,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,,,,61459,qris
lpthVBpw,2024-05-29,1,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,54435,Cash
4Jh820ch,2024-04-10,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,,,,20888,Cash
kAPAfIqz,2024-06-18,3,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,,,,,,,8935,Cash
6PBFyBuh,2024-01-06,5,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,,,,124453,qris
bWVQGcVu,2024-06-29,1,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,65435,Cash
jPxsKLnU,2024-02-14,2,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,168286,Debit Card
TYZR5o94,2024-04-15,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,16459,Cash
GwwleF5i,2024-06-06,1,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Makanan Anjing Purina,Makanan Anjing,50000,Hiasan Aquarium,Aksesoris Ikan,15000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,102000,Debit Card
hp1MK50K,2024-07-21,5,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,41459,qris
6Ho6ieGz,2024-07-07,2,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Makanan Anjing Purina,Makanan Anjing,50000.0,Life Cat Pouch Dus,Makanan Kucing,108000.0,215000,Debit Card
UGoKHYcH,2024-12-29,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,8888,Debit Card
zUdYVIBa,2024-06-26,2,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,155268,Cash
328Jz3X5,2024-12-25,1,Life Cat Can - Tuna,Makanan Kucing,11000,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Ikan Gupi,Makanan Ikan,35000.0,,,,91000,Debit Card
QM195J5m,2024-07-31,2,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,,,,50435,Cash
9cTfomrW,2024-02-05,1,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,107310,qris
5GUKJ5nl,2024-07-28,4,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Ikan Gupi,Makanan Ikan,35000.0,,,,67024,Cash
nwJydI5h,2024-10-29,5,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,125286,Debit Card
2LWn61N2,2024-10-20,2,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,,,,,,,60268,Debit Card
i1C5oChQ,2024-09-13,1,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,,,,,,,60268,Debit Card
SxWSBH5N,2024-10-15,5,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch Dus,Makanan Kucing,108000.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,213333,qris
mfsu2YR3,2024-12-07,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,110268,Debit Card
3eyIU1Ru,2024-04-23,1,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Mainan Anjing Kong,Mainan Anjing,20000.0,154000,qris
jtzHF9Hl,2024-10-09,1,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,20888,Debit Card
NZ6LONLQ,2024-03-18,2,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,128101,Debit Card
92c85NS9,2024-01-28,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Can - Tuna,Makanan Kucing,11000,,,,,,,15435,Debit Card
3QuEGvpW,2024-07-13,4,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,64721,Debit Card
DXmBQJVu,2024-07-01,2,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Tuna,Makanan Kucing,11000,,,,,,,56000,Cash
CszfizIp,2024-01-30,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,20894,Cash
D07gR9xn,2024-11-06,1,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,78459,Cash
EDwX2Qcc,2024-02-01,5,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000.0,,,,97000,Cash
zTPrzvPy,2024-05-08,2,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,110286,Debit Card
SfqybgrU,2024-11-16,1,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,,,,67000,Debit Card
05w2VpVJ,2024-06-26,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,75286,Cash
6f0t5LIx,2024-05-26,2,Life Cat Can - Tuna,Makanan Kucing,11000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Makanan Anjing Purina,Makanan Anjing,50000.0,85500,Cash
olqD6nDb,2024-11-28,1,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,13305,Debit Card
Q3oy9kyT,2024-04-27,2,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,,,,87833,Debit Card
Uwy2WRbD,2024-03-28,5,Life Cat Tofu - Macha,Makanan Kucing,55833,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,,,,82833,Cash
iQX5rROM,2024-07-05,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,116119,Debit Card
3cX4LwYa,2024-06-28,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,,,,165000,qris
r8Cb1Jrl,2024-02-15,2,Hiasan Aquarium,Aksesoris Ikan,15000,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,40000,Debit Card
j7WBfJyN,2024-03-08,1,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,177024,Debit Card
tack5vaR,2024-10-12,4,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,112435,qris
2Lg1JADI,2024-12-10,5,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,174833,qris
4wOpkniA,2024-12-31,1,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch Dus,Makanan Kucing,108000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,128935,Cash
io55DX3j,2024-05-24,4,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,Hiasan Aquarium,Aksesoris Ikan,15000.0,34870,Cash
2DE5oTOK,2024-12-04,4,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,64703,Cash
mWJgCTx2,2024-05-20,3,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,64768,Debit Card
wiP3fe4N,2024-07-03,4,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,72292,Debit Card
WXAOjsrB,2024-05-18,3,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,75833,Cash
bCAkSEdi,2024-07-21,5,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Hiasan Aquarium,Aksesoris Ikan,15000,,,,,,,27024,Debit Card
n50ffXva,2024-12-26,5,Hiasan Aquarium,Aksesoris Ikan,15000,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,198000,qris
BGeVxu0g,2024-02-09,5,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Ikan Gupi,Makanan Ikan,35000.0,,,,84435,Debit Card
2OA5zfSx,2024-12-20,5,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Anjing Purina,Makanan Anjing,50000.0,,,,99500,Debit Card
ItltzcrH,2024-05-16,4,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,28888,qris
61qzssUC,2024-08-08,2,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000.0,Makanan Kucing Whiskas,Makanan Kucing,45000.0,177435,Debit Card
toqdSvov,2024-12-08,1,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,8888,Debit Card
FyzRT2Z6,2024-03-03,4,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Hiasan Aquarium,Aksesoris Ikan,15000,Makanan Anjing Purina,Makanan Anjing,50000.0,,,,77000,Cash
rBHkA4yh,2024-11-21,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,55870,qris
hUU7ko9p,2024-05-05,4,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,128000,Debit Card
S86nUYJj,2024-02-17,5,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Hiasan Aquarium,Aksesoris Ikan,15000.0,87333,Cash
tdnivYES,2024-08-04,1,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,16459,qris
QAc3NdLi,2024-03-18,3,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,67857,Cash
qR8aE5mj,2024-08-31,5,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,47000,Debit Card
JSSfVIL1,2024-07-23,2,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,100333,qris
Qvqjoart,2024-08-05,4,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,,,,,,,67833,Debit Card
fZA9xuI3,2024-02-03,2,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Can - Tuna,Makanan Kucing,11000,,,,,,,23000,Cash
6gXVhsFb,2024-09-24,1,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,89703,Debit Card
r9214ojs,2024-02-07,2,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,,,,,,,15500,Debit Card
LyIscgAp,2024-01-29,2,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Tofu - Mango,Makanan Kucing,55833,Mainan Anjing Kong,Mainan Anjing,20000.0,Makanan Ikan Gupi,Makanan Ikan,35000.0,135833,Debit Card
PSYczZW3,2024-10-29,3,Life Cat Tofu - Macha,Makanan Kucing,55833,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,102857,qris
7PAsNbsQ,2024-11-27,5,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Anjing Purina,Makanan Anjing,50000,Mainan Anjing Kong,Mainan Anjing,20000.0,Makanan Kucing Whiskas,Makanan Kucing,45000.0,127000,qris
SnHAkg15,2024-02-13,2,Life Cat Pouch Dus,Makanan Kucing,108000,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,169000,Debit Card
bM8UlkD0,2024-02-29,1,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,27524,qris
4mfiVEYQ,2024-08-02,3,Hiasan Aquarium,Aksesoris Ikan,15000,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Mainan Anjing Kong,Mainan Anjing,20000.0,84500,Debit Card
YTPVqSWl,2024-02-03,1,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,47000,Debit Card
QCk79myv,2024-06-24,5,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,31459,qris
rgFy3b8o,2024-02-25,4,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,,,,,,,16435,Debit Card
deC11s2i,2024-12-04,5,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,,,,,,,39435,qris
ySs7Q5MP,2024-01-23,1,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,71286,Debit Card
4gLIiF4i,2024-09-15,1,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,84333,qris
j3MeYkYf,2024-05-14,4,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,20888,qris
