ID Transaksi,Tanggal Transaksi,Metode Pembayaran,Nama Barang 1,Kategori Barang 1,Jumlah Barang Dibeli 1,Harga Barang 1,Nama Barang 2,Kategori Barang 2,Jumlah Barang Dibeli 2,Harga Barang 2,Nama Barang 3,Kategori Barang 3,Jumlah Barang Dibeli 3,Harga Barang 3,Nama Barang 4,Kategori Barang 4,Jumlah Barang Dibeli 4,Harga Barang 4,Nama Barang 5,Kategori Barang 5,Jumlah Barang Dibeli 5,Harga Barang 5,Total Harga Transaksi
uAv9cNnW,2024-01-20,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,6,12000,Life Cat Tofu - Mango,Makanan Kucing,4,55833,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8.0,4435.0,,,,,420812
0BzY1ikc,2024-02-21,Cash,Makanan Kucing Whiskas,Makanan Kucing,4,45000,Life Cat Tofu - Mango,Makanan Kucing,7,55833,Makanan Anjing Purina,Makanan Anjing,4.0,50000.0,,,,,,,,,770831
kVD6SHZl,2024-04-20,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,7,35000,Makanan Kucing Whiskas,Makanan Kucing,7,45000,,,,,,,,,,,,,560000
OuT2u8Gh,2024-11-03,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Makanan Anjing Purina,Makanan Anjing,4,50000,,,,,,,,,,,,,217740
jdeUeql2,2024-04-09,Cash,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Mainan Anjing Kong,Mainan Anjing,10,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,1.0,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,1.0,12024.0,,,,,439791
iXIfMP8b,2024-09-22,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9,4435,Life Cat Can - Tuna,Makanan Kucing,6,11000,,,,,,,,,,,,,105915
JjmtKyvS,2024-01-14,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3,4500,Mainan Anjing Kong,Mainan Anjing,8,20000,Life Cat Can - Kitten Salmon,Makanan Kucing,1.0,12024.0,Life Cat Can - Tuna,Makanan Kucing,7.0,11000.0,,,,,262524
0cPA5Zm3,2024-12-25,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7,4435,Mainan Kucing ScratchPad,Mainan Kucing,6.0,25000.0,,,,,,,,,221122
IbkrtSaF,2024-11-17,QRIS,Life Cat Can - Chicken & Salmon,Makanan Kucing,10,12000,Makanan Ikan Gupi,Makanan Ikan,5,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,9.0,4453.0,Mainan Anjing Kong,Mainan Anjing,10.0,20000.0,,,,,535077
73yFGBuz,2024-08-19,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,10,12000,Life Cat Can - Tuna,Makanan Kucing,8,11000,,,,,,,,,,,,,208000
wKefDFuR,2024-02-26,QRIS,Life Cat Tofu - Mango,Makanan Kucing,10,55833,Makanan Anjing Purina,Makanan Anjing,3,50000,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4.0,4435.0,Mainan Kucing ScratchPad,Mainan Kucing,3.0,25000.0,897262
yUbvlooP,2024-10-01,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,5,4435,Life Cat Can - Tuna,Makanan Kucing,10,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,6.0,12000.0,Makanan Kucing Whiskas,Makanan Kucing,4.0,45000.0,,,,,384175
6NIZBBrg,2024-09-26,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Life Cat Pouch - Salmon Adult,Makanan Kucing,6,4453,Mainan Kucing ScratchPad,Mainan Kucing,5.0,25000.0,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,5.0,12000.0,599099
hcGWXHdn,2024-02-27,Cash,Mainan Anjing Kong,Mainan Anjing,1,20000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,9.0,4453.0,Makanan Kucing Whiskas,Makanan Kucing,4.0,45000.0,,,,,266687
Fb1WaQXL,2024-11-30,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,3,45000,Makanan Ikan Gupi,Makanan Ikan,8,35000,Life Cat Tofu - Mango,Makanan Kucing,10.0,55833.0,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,,,,,1069522
WNCrobUo,2024-10-27,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,8,35000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7,4435,Mainan Kucing ScratchPad,Mainan Kucing,1.0,25000.0,Life Cat Pouch Dus,Makanan Kucing,6.0,108000.0,Life Cat Tofu - Macha,Makanan Kucing,10.0,55833.0,1542375
PJh8yhlF,2024-10-08,QRIS,Life Cat Pouch Dus,Makanan Kucing,6,108000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6,4435,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,,,,,746785
RN17RFMq,2024-03-28,QRIS,Mainan Anjing Kong,Mainan Anjing,6,20000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,Life Cat Tofu - Mango,Makanan Kucing,6.0,55833.0,Life Cat Pouch Dus,Makanan Kucing,9.0,108000.0,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,1536498
omrNrXS6,2024-06-17,Cash,Mainan Kucing ScratchPad,Mainan Kucing,1,25000,Makanan Kucing Whiskas,Makanan Kucing,7,45000,Life Cat Can - Kitten Salmon,Makanan Kucing,2.0,12024.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10.0,4500.0,435658
R2VoUXsJ,2024-06-02,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,10,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,Life Cat Can - Chicken & Salmon,Makanan Kucing,6.0,12000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,,,,,598045
9GLRbkX4,2024-05-22,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,3,55833,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Makanan Kucing Whiskas,Makanan Kucing,3.0,45000.0,,,,,,,,,469998
LRlRbLyn,2024-07-16,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,9,35000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,10.0,4435.0,,,,,,,,,372655
fhp78ZMf,2024-09-02,QRIS,Life Cat Tofu - Macha,Makanan Kucing,5,55833,Makanan Anjing Purina,Makanan Anjing,6,50000,,,,,,,,,,,,,579165
8M1E5irC,2024-07-19,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,6,25000,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Makanan Kucing Whiskas,Makanan Kucing,1.0,45000.0,,,,,,,,,303000
anyW3qy5,2024-07-15,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,7,108000,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7.0,4500.0,Life Cat Tofu - Macha,Makanan Kucing,2.0,55833.0,1012906
pyIVeP3b,2024-01-02,QRIS,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Life Cat Tofu - Macha,Makanan Kucing,10,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,7.0,12000.0,,,,,,,,,698163
6gOyKpbv,2024-02-11,Cash,Makanan Kucing Whiskas,Makanan Kucing,3,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9.0,4435.0,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,430960
aX9AE7Su,2024-03-19,QRIS,Life Cat Tofu - Mango,Makanan Kucing,6,55833,Makanan Ikan Gupi,Makanan Ikan,5,35000,,,,,,,,,,,,,509998
bQSdRnNO,2024-11-02,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Life Cat Can - Tuna,Makanan Kucing,4,11000,Life Cat Pouch - Salmon Adult,Makanan Kucing,8.0,4453.0,Life Cat Tofu - Mango,Makanan Kucing,8.0,55833.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9.0,4435.0,606703
cp91ohk3,2024-05-23,Cash,Makanan Ikan Gupi,Makanan Ikan,1,35000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,10.0,12024.0,Life Cat Can - Kitten Tuna,Makanan Kucing,9.0,12000.0,Makanan Anjing Purina,Makanan Anjing,2.0,50000.0,380980
blDmYfpU,2024-12-05,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,8,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,Mainan Kucing ScratchPad,Mainan Kucing,10.0,25000.0,Life Cat Tofu - Mango,Makanan Kucing,6.0,55833.0,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,835555
zhYYkxgO,2024-03-28,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,7,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,8,12000,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,Makanan Ikan Gupi,Makanan Ikan,7.0,35000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,10.0,4435.0,1076181
DA1yHvOM,2024-01-26,QRIS,Makanan Kucing Whiskas,Makanan Kucing,4,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2,4500,,,,,,,,,,,,,189000
V5mgvgUz,2024-07-15,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,Life Cat Pouch Dus,Makanan Kucing,9,108000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2.0,4435.0,Life Cat Can - Tuna,Makanan Kucing,7.0,11000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,1125135
WRmE5fIH,2024-11-14,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,,,,,,,,,,,,,140500
K40p2IFj,2024-11-04,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Makanan Ikan Gupi,Makanan Ikan,10.0,35000.0,,,,,,,,,595507
I0M4a4TF,2024-03-05,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3,4435,Mainan Kucing ScratchPad,Mainan Kucing,10,25000,Life Cat Tofu - Macha,Makanan Kucing,8.0,55833.0,,,,,,,,,709969
2KPc6Ze8,2024-08-11,Cash,Life Cat Pouch Dus,Makanan Kucing,8,108000,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Mainan Anjing Kong,Mainan Anjing,3.0,20000.0,,,,,,,,,1032000
RWRPHgqs,2024-04-17,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,6,4435,Mainan Anjing Kong,Mainan Anjing,5,20000,Life Cat Can - Chicken & Salmon,Makanan Kucing,5.0,12000.0,Makanan Ikan Gupi,Makanan Ikan,8.0,35000.0,Life Cat Tofu - Macha,Makanan Kucing,7.0,55833.0,857441
1LKSaIwv,2024-09-09,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1,4435,Life Cat Pouch Dus,Makanan Kucing,10,108000,Life Cat Tofu - Macha,Makanan Kucing,4.0,55833.0,Life Cat Can - Kitten Tuna,Makanan Kucing,9.0,12000.0,,,,,1415767
sCGOB34q,2024-09-28,Cash,Makanan Ikan Gupi,Makanan Ikan,10,35000,Makanan Kucing Whiskas,Makanan Kucing,5,45000,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6.0,4435.0,,,,,623875
vmiaz05m,2024-12-08,Cash,Makanan Kucing Whiskas,Makanan Kucing,2,45000,Life Cat Pouch - Chicken adult,Makanan Kucing,9,4435,,,,,,,,,,,,,129915
vDozzC6q,2024-09-25,Cash,Makanan Ikan Gupi,Makanan Ikan,9,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Makanan Kucing Whiskas,Makanan Kucing,4.0,45000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8.0,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,4.0,12024.0,583029
xsvPgJww,2024-07-17,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,1,12000,Makanan Ikan Gupi,Makanan Ikan,1,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,2.0,12000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,9.0,4435.0,,,,,110915
KG3H06py,2024-09-05,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8.0,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,4.0,12024.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,3.0,12000.0,184011
U45H15rQ,2024-05-06,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,10,12000,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8.0,4435.0,Life Cat Can - Kitten Tuna,Makanan Kucing,6.0,12000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,435338
VHLN9IEs,2024-09-16,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,4,45000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3,4435,Makanan Anjing Purina,Makanan Anjing,1.0,50000.0,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,,,,,522470
2MUsTihd,2024-01-20,QRIS,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Life Cat Tofu - Mango,Makanan Kucing,2.0,55833.0,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,,,,,350166
SRL9roAR,2024-11-03,QRIS,Life Cat Tofu - Macha,Makanan Kucing,6,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,8,4500,Makanan Kucing Whiskas,Makanan Kucing,6.0,45000.0,,,,,,,,,640998
kDrPC8b1,2024-06-25,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,1,4435,Life Cat Tofu - Mango,Makanan Kucing,6,55833,Life Cat Tofu - Macha,Makanan Kucing,6.0,55833.0,Life Cat Pouch - Chicken adult,Makanan Kucing,6.0,4435.0,Life Cat Pouch Dus,Makanan Kucing,9.0,108000.0,1673041
z8vOzwMI,2024-11-19,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5.0,4435.0,,,,,,,,,239915
Nx8tNqGz,2024-01-31,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,1,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,2,4453,,,,,,,,,,,,,43906
HHjdphOS,2024-02-29,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,3,12000,Life Cat Can - Tuna,Makanan Kucing,9,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5.0,4500.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,2.0,12000.0,,,,,181500
7kwx9Fv8,2024-02-10,QRIS,Life Cat Pouch Dus,Makanan Kucing,3,108000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,4.0,12000.0,,,,,,,,,403045
6h3aNlN7,2024-10-06,QRIS,Life Cat Tofu - Mango,Makanan Kucing,4,55833,Makanan Ikan Gupi,Makanan Ikan,4,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,,,,,,,,,385597
1EJmtLDB,2024-10-18,Cash,Makanan Ikan Gupi,Makanan Ikan,5,35000,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Mainan Kucing ScratchPad,Mainan Kucing,9.0,25000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,1.0,12000.0,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,655332
k38SHu8Y,2024-08-01,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,7,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,2.0,4435.0,Life Cat Pouch Dus,Makanan Kucing,9.0,108000.0,,,,,1104947
MkzcSe9F,2024-09-04,Cash,Makanan Kucing Whiskas,Makanan Kucing,9,45000,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,Makanan Anjing Purina,Makanan Anjing,5.0,50000.0,,,,,,,,,830000
4O3RNnlb,2024-02-25,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,10,25000,Life Cat Tofu - Macha,Makanan Kucing,3,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2.0,4435.0,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,,,,,448544
JqfcRKeH,2024-01-23,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3.0,4435.0,Life Cat Can - Tuna,Makanan Kucing,9.0,11000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,6.0,12024.0,289449
ajJsENb3,2024-11-04,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8,4435,Life Cat Pouch Dus,Makanan Kucing,3,108000,,,,,,,,,,,,,359480
i2HyZNo8,2024-09-06,Transfer Bank,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,,,,,,,,,,,,,67045
m2WpBs8d,2024-07-13,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,10,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,10.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,5.0,12000.0,,,,,372032
ScRWWIxG,2024-03-16,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,10,4453,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,,,,,,,,,278270
OpXqePyE,2024-11-15,QRIS,Makanan Ikan Gupi,Makanan Ikan,7,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,3,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5.0,4500.0,Life Cat Tofu - Mango,Makanan Kucing,2.0,55833.0,,,,,415166
VsG7Svxu,2024-07-11,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Makanan Anjing Purina,Makanan Anjing,3,50000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,Life Cat Can - Tuna,Makanan Kucing,2.0,11000.0,,,,,243415
MC6msx6I,2024-11-29,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,7,11000,Makanan Ikan Gupi,Makanan Ikan,5,35000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1.0,4435.0,,,,,,,,,256435
tzxx6iBc,2024-03-31,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Makanan Anjing Purina,Makanan Anjing,1,50000,Life Cat Tofu - Macha,Makanan Kucing,9.0,55833.0,,,,,,,,,583997
uWmBrCCo,2024-06-24,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,8,12024,Life Cat Pouch - Chicken adult,Makanan Kucing,2,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,4.0,12000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5.0,4435.0,,,,,175237
UczsxFuW,2024-05-06,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,Life Cat Tofu - Macha,Makanan Kucing,7,55833,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,2.0,4453.0,,,,,639737
izoYndsz,2024-07-06,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,,,,,,,,,,,,,217740
vNjxLIju,2024-12-11,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,10,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7.0,4500.0,Life Cat Can - Tuna,Makanan Kucing,8.0,11000.0,,,,,253045
pojyteL8,2024-01-20,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4,4435,Life Cat Pouch Dus,Makanan Kucing,8.0,108000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,10.0,12024.0,Makanan Ikan Gupi,Makanan Ikan,2.0,35000.0,1107460
8Ih8ioao,2024-07-06,Cash,Life Cat Pouch - Salmon Adult,Makanan Kucing,2,4453,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3,4435,Mainan Anjing Kong,Mainan Anjing,2.0,20000.0,,,,,,,,,62211
LipbiGFK,2024-07-03,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8,4435,Life Cat Tofu - Mango,Makanan Kucing,7,55833,,,,,,,,,,,,,426311
lqvyIRju,2024-11-17,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Mainan Kucing ScratchPad,Mainan Kucing,9,25000,,,,,,,,,,,,,727497
j2PngPcg,2024-06-28,QRIS,Life Cat Can - Tuna,Makanan Kucing,5,11000,Makanan Ikan Gupi,Makanan Ikan,1,35000,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,Makanan Anjing Purina,Makanan Anjing,10.0,50000.0,Mainan Kucing ScratchPad,Mainan Kucing,4.0,25000.0,786192
dIFBjlly,2024-08-31,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,4,4435,Makanan Anjing Purina,Makanan Anjing,8,50000,Life Cat Pouch Dus,Makanan Kucing,3.0,108000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,6.0,12000.0,,,,,813740
W95q63Tx,2024-07-25,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,1,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,Makanan Anjing Purina,Makanan Anjing,2.0,50000.0,,,,,,,,,116500
lHheqrSM,2024-01-18,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,Life Cat Can - Tuna,Makanan Kucing,3,11000,Makanan Anjing Purina,Makanan Anjing,1.0,50000.0,Life Cat Tofu - Macha,Makanan Kucing,10.0,55833.0,,,,,686330
MMKSnwXR,2024-03-19,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4,4500,Makanan Kucing Whiskas,Makanan Kucing,3.0,45000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,,,,,262497
0lSNtqu7,2024-09-01,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,2.0,12000.0,Life Cat Tofu - Mango,Makanan Kucing,6.0,55833.0,,,,,408173
9c6Ze9HE,2024-12-17,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5.0,4435.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2.0,4435.0,303642
hTaLPgPp,2024-12-08,Cash,Mainan Kucing ScratchPad,Mainan Kucing,2,25000,Life Cat Can - Tuna,Makanan Kucing,4,11000,Life Cat Can - Chicken & Salmon,Makanan Kucing,6.0,12000.0,Life Cat Tofu - Macha,Makanan Kucing,2.0,55833.0,,,,,277666
9nx7Ee7S,2024-12-01,QRIS,Makanan Anjing Purina,Makanan Anjing,2,50000,Life Cat Can - Tuna,Makanan Kucing,5,11000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5.0,4435.0,Makanan Ikan Gupi,Makanan Ikan,9.0,35000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,7.0,4435.0,523220
tN5Uik9j,2024-11-16,Cash,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Life Cat Can - Tuna,Makanan Kucing,2,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1.0,4500.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,3.0,4453.0,Makanan Anjing Purina,Makanan Anjing,1.0,50000.0,257358
ykZF5WH5,2024-08-04,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,5,12024,Life Cat Pouch Dus,Makanan Kucing,6,108000,,,,,,,,,,,,,708120
euhj0Ujz,2024-11-27,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,8,108000,Makanan Ikan Gupi,Makanan Ikan,3,35000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3.0,4435.0,1158674
oiQvEWeg,2024-08-01,Cash,Life Cat Pouch Dus,Makanan Kucing,3,108000,Makanan Anjing Purina,Makanan Anjing,2,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,7.0,12000.0,Makanan Ikan Gupi,Makanan Ikan,9.0,35000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6.0,4435.0,849610
3v8w0HQs,2024-03-03,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3,4500,Life Cat Tofu - Macha,Makanan Kucing,6,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,4.0,12000.0,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,,,,,563997
VO5Fo2vg,2024-10-06,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1,4435,Makanan Anjing Purina,Makanan Anjing,1,50000,Life Cat Can - Chicken & Salmon,Makanan Kucing,5.0,12000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5.0,4435.0,,,,,136610
hgLGVNHP,2024-02-07,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,5.0,12000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,2.0,4453.0,Life Cat Pouch Dus,Makanan Kucing,7.0,108000.0,1387403
