ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran
TX-20240304-004,2024-03-04,Kong Puppy Teething Stick,Mainan,3,12000,36000,Transfer
TX-20240317-005,2024-03-17,"Life Cat Tofu - Mango, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Obat Hewan","8, 4","25000, 25000","200000, 100000",Transfer
TX-20240107-004,2024-01-07,"Life Cat Pouch - Chicken Adult, Trixie Cat Laser Pointer, Life Cat Can - Tuna","Makanan, Mainan, Makanan","2, 9, 10","30000, 20000, 12000","60000, 180000, 120000",Transfer
TX-20240602-004,2024-06-02,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Can - Chicken, Frontline Plus Flea & Tick Treatment","Obat Hewan, Makanan, Obat Hewan","7, 6, 10","25000, 25000, 12000","175000, 150000, 120000",Tunai
TX-20240615-003,2024-06-15,"Life Cat Pouch - Salmon Adult, Kong Puppy Teething Stick","Makanan, Mainan","1, 8","30000, 4500","30000, 36000",QRIS
TX-20240218-005,2024-02-18,"Life Cat Can - Chicken, Kong Puppy Teething Stick, Life Cat Pouch - Kitten Chicken","Makanan, Mainan, Makanan","3, 5, 9","25000, 12000, 12000","75000, 60000, 108000",Tunai
TX-20240612-002,2024-06-12,Life Cat Can - Tuna,Makanan,3,20000,60000,Transfer
TX-20240424-003,2024-04-24,"Nutri-Vet Multivitamin Chewable, Life Cat Tofu - Macha","Obat Hewan, Makanan","1, 6","13000, 20000","13000, 120000",QRIS
TX-20240702-002,2024-07-02,Rogz Utility Dog Leash - Medium,Aksesoris,3,13000,39000,Tunai
TX-20240909-002,2024-09-09,"Life Cat Pouch - Chicken Adult, Nutri-Vet Multivitamin Chewable, Life Cat Tofu - Mango","Makanan, Obat Hewan, Makanan","5, 2, 2","13000, 25000, 13000","65000, 50000, 26000",QRIS
TX-20240914-003,2024-09-14,"Drontal Cat Dewormer, Life Cat Can - Kitten Tuna, Rogz Utility Dog Leash - Medium","Obat Hewan, Makanan, Aksesoris","6, 4, 5","20000, 20000, 13000","120000, 80000, 65000",QRIS
TX-20240221-001,2024-02-21,"Beaphar Ear Cleaner for Dogs & Cats, EzyDog Chest Plate Harness for Dogs","Obat Hewan, Aksesoris","8, 8","12000, 20000","96000, 160000",Tunai
TX-20240923-002,2024-09-23,"Kong Puppy Teething Stick, Life Cat Can - Chicken","Mainan, Makanan","7, 3","12000, 20000","84000, 60000",Tunai
TX-20240119-002,2024-01-19,"Life Cat Pouch - Salmon Adult, Seresto Flea and Tick Collar for Dogs","Makanan, Obat Hewan","10, 2","30000, 20000","300000, 40000",QRIS
TX-20240602-005,2024-06-02,"Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Salmon Adult, Life Cat Pouch - Kitten Tuna","Obat Hewan, Makanan, Makanan","7, 7, 10","25000, 20000, 13000","175000, 140000, 130000",Transfer
TX-20240208-002,2024-02-08,Seresto Flea and Tick Collar for Dogs,Obat Hewan,6,30000,180000,Transfer
TX-20240905-001,2024-09-05,"Life Cat Pouch - Kitten Chicken, Life Cat Tofu - Mango, Life Cat Can - Tuna","Makanan, Makanan, Makanan","5, 1, 2","4500, 20000, 25000","22500, 20000, 50000",Tunai
TX-20241203-001,2024-12-03,"Trixie Cat Scratching Post, Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Kitten Tuna","Mainan, Obat Hewan, Makanan","5, 9, 1","25000, 4500, 12000","125000, 40500, 12000",Tunai
TX-20240101-004,2024-01-01,Life Cat Can - Tuna,Makanan,4,20000,80000,Transfer
TX-20241103-002,2024-11-03,"EzyDog Chest Plate Harness for Dogs, Life Cat Can - Kitten Salmon, Life Cat Can - Kitten Tuna","Aksesoris, Makanan, Makanan","2, 1, 4","30000, 30000, 30000","60000, 30000, 120000",QRIS
TX-20240304-005,2024-03-04,"Rogz Utility Dog Leash - Medium, Life Cat Pouch - Kitten Chicken","Aksesoris, Makanan","6, 3","4500, 4500","27000, 13500",Transfer
TX-20240409-002,2024-04-09,"Life Cat Can - Kitten Tuna, Kong Classic Dog Chew Toy, Life Cat Tofu - Macha","Makanan, Mainan, Makanan","2, 2, 1","4500, 30000, 12000","9000, 60000, 12000",Tunai
TX-20241008-006,2024-10-08,"Drontal Cat Dewormer, Rogz Utility Dog Leash - Medium, Trixie Cat Scratching Post","Obat Hewan, Aksesoris, Mainan","7, 1, 6","30000, 20000, 25000","210000, 20000, 150000",Transfer
TX-20240412-002,2024-04-12,"Life Cat Can - Chicken, Life Cat Can - Kitten Tuna, Nutri-Vet Multivitamin Chewable","Makanan, Makanan, Obat Hewan","3, 1, 10","13000, 30000, 4500","39000, 30000, 45000",Tunai
TX-20240727-001,2024-07-27,Trixie Cat Tunnel,Mainan,4,30000,120000,QRIS
TX-20241113-003,2024-11-13,"Life Cat Tofu - Mango, Seresto Flea and Tick Collar for Dogs, Life Cat Tofu - Macha","Makanan, Obat Hewan, Makanan","6, 3, 10","12000, 30000, 13000","72000, 90000, 130000",QRIS
TX-20240408-002,2024-04-08,"Life Cat Pouch - Chicken Tuna Adult, Trixie Cat Scratching Post, Drontal Cat Dewormer","Makanan, Mainan, Obat Hewan","5, 2, 2","30000, 12000, 4500","150000, 24000, 9000",Transfer
TX-20240221-002,2024-02-21,"Life Cat Can - Chicken, Kong Classic Dog Chew Toy","Makanan, Mainan","7, 6","12000, 20000","84000, 120000",QRIS
TX-20241130-003,2024-11-30,"Life Cat Tofu - Macha, Drontal Cat Dewormer","Makanan, Obat Hewan","8, 1","4500, 30000","36000, 30000",Transfer
TX-20240803-001,2024-08-03,"EzyDog Chest Plate Harness for Dogs, Life Cat Pouch - Salmon Adult, Life Cat Can - Chicken","Aksesoris, Makanan, Makanan","5, 3, 5","25000, 13000, 25000","125000, 39000, 125000",QRIS
TX-20240726-007,2024-07-26,Nutri-Vet Multivitamin Chewable,Obat Hewan,7,25000,175000,Tunai
TX-20240914-004,2024-09-14,Life Cat Pouch - Kitten Tuna,Makanan,8,25000,200000,Transfer
TX-20241206-006,2024-12-06,"Life Cat Can - Kitten Tuna, Life Cat Tofu - Mango, Life Cat Can - Kitten Salmon","Makanan, Makanan, Makanan","3, 1, 10","25000, 13000, 20000","75000, 13000, 200000",Tunai
TX-20240317-006,2024-03-17,"Kong Puppy Teething Stick, Life Cat Pouch - Salmon Adult, Life Cat Can - Tuna","Mainan, Makanan, Makanan","5, 7, 5","13000, 30000, 30000","65000, 210000, 150000",QRIS
TX-20240217-002,2024-02-17,"Life Cat Tofu - Macha, Life Cat Pouch Dus, Life Cat Pouch - Kitten Tuna","Makanan, Makanan, Makanan","1, 10, 10","20000, 4500, 20000","20000, 45000, 200000",Transfer
TX-20240722-002,2024-07-22,"EzyDog Chest Plate Harness for Dogs, Life Cat Can - Kitten Salmon, Life Cat Can - Chicken","Aksesoris, Makanan, Makanan","1, 9, 10","20000, 30000, 25000","20000, 270000, 250000",Tunai
TX-20240109-002,2024-01-09,"Life Cat Can - Kitten Tuna, Life Cat Can - Chicken, Life Cat Tofu - Macha","Makanan, Makanan, Makanan","1, 1, 1","20000, 4500, 4500","20000, 4500, 4500",Tunai
TX-20240720-002,2024-07-20,Trixie Cat Tunnel,Mainan,1,20000,20000,Tunai
TX-20241130-004,2024-11-30,"Trixie Cat Scratching Post, Rogz Utility Dog Leash - Medium, Nutri-Vet Multivitamin Chewable","Mainan, Aksesoris, Obat Hewan","10, 9, 2","30000, 30000, 25000","300000, 270000, 50000",Tunai
TX-20240408-003,2024-04-08,"Trixie Cat Scratching Post, Beaphar Ear Cleaner for Dogs & Cats, Life Cat Can - Chicken","Mainan, Obat Hewan, Makanan","2, 2, 9","12000, 4500, 13000","24000, 9000, 117000",QRIS
TX-20240316-003,2024-03-16,Life Cat Pouch - Kitten Chicken,Makanan,5,13000,65000,Tunai
TX-20240410-004,2024-04-10,Rogz Utility Dog Leash - Medium,Aksesoris,2,20000,40000,Tunai
TX-20240906-001,2024-09-06,"Life Cat Pouch - Chicken Adult, Life Cat Can - Kitten Salmon, Life Cat Can - Chicken","Makanan, Makanan, Makanan","2, 7, 9","25000, 4500, 4500","50000, 31500, 40500",QRIS
TX-20240430-003,2024-04-30,EzyDog Chest Plate Harness for Dogs,Aksesoris,4,13000,52000,Transfer
TX-20240429-002,2024-04-29,"Life Cat Pouch - Salmon Adult, Frontline Plus Flea & Tick Treatment","Makanan, Obat Hewan","2, 6","12000, 4500","24000, 27000",Transfer
TX-20240331-008,2024-03-31,"Life Cat Pouch - Kitten Salmon, Life Cat Can - Chicken, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Makanan, Obat Hewan","9, 7, 3","13000, 30000, 25000","117000, 210000, 75000",Tunai
TX-20240910-003,2024-09-10,"Drontal Cat Dewormer, Trixie Cat Tunnel","Obat Hewan, Mainan","6, 7","12000, 20000","72000, 140000",QRIS
TX-20240818-004,2024-08-18,"Kong Puppy Teething Stick, Drontal Cat Dewormer, Rogz Utility Dog Leash - Medium","Mainan, Obat Hewan, Aksesoris","8, 6, 5","12000, 12000, 12000","96000, 72000, 60000",QRIS
TX-20241103-003,2024-11-03,"Life Cat Pouch - Kitten Salmon, Life Cat Pouch - Kitten Chicken, Kong Puppy Teething Stick","Makanan, Makanan, Mainan","5, 2, 1","13000, 30000, 12000","65000, 60000, 12000",Tunai
TX-20240128-002,2024-01-28,"Kong Classic Dog Chew Toy, Trixie Cat Tunnel","Mainan, Mainan","6, 7","13000, 4500","78000, 31500",QRIS
TX-20241028-004,2024-10-28,"Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Kitten Chicken, Life Cat Tofu - Macha","Obat Hewan, Makanan, Makanan","2, 2, 10","25000, 12000, 30000","50000, 24000, 300000",QRIS
TX-20240715-005,2024-07-15,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Can - Kitten Tuna","Obat Hewan, Makanan","1, 3","4500, 12000","4500, 36000",QRIS
TX-20240110-004,2024-01-10,Life Cat Pouch Dus,Makanan,8,25000,200000,Transfer
TX-20240509-004,2024-05-09,"Rogz Utility Dog Leash - Medium, Kong Puppy Teething Stick","Aksesoris, Mainan","7, 9","12000, 20000","84000, 180000",QRIS
TX-20240423-002,2024-04-23,Seresto Flea and Tick Collar for Dogs,Obat Hewan,6,4500,27000,Transfer
TX-20241019-002,2024-10-19,"Life Cat Pouch - Kitten Tuna, Life Cat Pouch - Salmon Adult","Makanan, Makanan","6, 4","20000, 25000","120000, 100000",Tunai
TX-20240117-002,2024-01-17,"Trixie Cat Tunnel, Frontline Plus Flea & Tick Treatment","Mainan, Obat Hewan","1, 2","20000, 12000","20000, 24000",Transfer
TX-20240522-002,2024-05-22,"Life Cat Pouch - Salmon Adult, Life Cat Pouch - Kitten Chicken, Life Cat Can - Tuna","Makanan, Makanan, Makanan","6, 10, 1","12000, 30000, 30000","72000, 300000, 30000",Tunai
TX-20241010-004,2024-10-10,Life Cat Pouch - Kitten Tuna,Makanan,9,12000,108000,Tunai
TX-20240201-004,2024-02-01,Life Cat Can - Tuna,Makanan,7,13000,91000,Transfer
TX-20241119-003,2024-11-19,Life Cat Pouch - Chicken Adult,Makanan,4,12000,48000,Transfer
TX-20240809-002,2024-08-09,"Life Cat Can - Tuna, Life Cat Tofu - Mango","Makanan, Makanan","3, 6","25000, 4500","75000, 27000",Transfer
TX-20240501-002,2024-05-01,"Life Cat Pouch Dus, Frontline Plus Flea & Tick Treatment","Makanan, Obat Hewan","6, 9","30000, 20000","180000, 180000",Tunai
TX-20241011-005,2024-10-11,Life Cat Can - Kitten Tuna,Makanan,3,20000,60000,Tunai
TX-20241011-006,2024-10-11,"Life Cat Can - Tuna, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","3, 7","13000, 12000","39000, 84000",Transfer
TX-20240112-003,2024-01-12,Life Cat Pouch - Kitten Salmon,Makanan,6,20000,120000,Transfer
TX-20240403-002,2024-04-03,"Life Cat Pouch - Chicken Tuna Adult, Nutri-Vet Multivitamin Chewable","Makanan, Obat Hewan","9, 2","12000, 4500","108000, 9000",QRIS
TX-20240324-005,2024-03-24,"Life Cat Pouch - Chicken Adult, Life Cat Can - Kitten Salmon, Trixie Cat Tunnel","Makanan, Makanan, Mainan","10, 9, 1","13000, 4500, 20000","130000, 40500, 20000",Transfer
TX-20240416-003,2024-04-16,"Life Cat Can - Tuna, Life Cat Tofu - Mango, Life Cat Pouch - Kitten Tuna","Makanan, Makanan, Makanan","1, 2, 7","30000, 13000, 13000","30000, 26000, 91000",QRIS
TX-20240621-003,2024-06-21,"Kong Classic Dog Chew Toy, Life Cat Pouch - Chicken Adult","Mainan, Makanan","7, 1","30000, 25000","210000, 25000",Tunai
TX-20241109-004,2024-11-09,Life Cat Can - Chicken,Makanan,2,13000,26000,QRIS
TX-20240830-003,2024-08-30,"Beaphar Ear Cleaner for Dogs & Cats, Nutri-Vet Multivitamin Chewable","Obat Hewan, Obat Hewan","8, 9","20000, 25000","160000, 225000",Transfer
TX-20240612-003,2024-06-12,"Life Cat Pouch - Kitten Tuna, Life Cat Pouch - Kitten Chicken, Nutri-Vet Multivitamin Chewable","Makanan, Makanan, Obat Hewan","5, 8, 6","4500, 13000, 20000","22500, 104000, 120000",QRIS
TX-20240708-002,2024-07-08,"Trixie Cat Laser Pointer, Life Cat Pouch - Kitten Tuna, Life Cat Can - Tuna","Mainan, Makanan, Makanan","6, 4, 3","20000, 20000, 20000","120000, 80000, 60000",Transfer
TX-20240707-002,2024-07-07,Life Cat Pouch - Chicken Adult,Makanan,9,25000,225000,Tunai
TX-20240417-005,2024-04-17,"Trixie Cat Tunnel, Life Cat Can - Kitten Tuna","Mainan, Makanan","7, 5","13000, 12000","91000, 60000",QRIS
TX-20240531-009,2024-05-31,Life Cat Pouch - Kitten Tuna,Makanan,10,4500,45000,Tunai
TX-20240301-002,2024-03-01,Life Cat Pouch - Salmon Adult,Makanan,6,30000,180000,Transfer
TX-20240303-002,2024-03-03,"Life Cat Can - Chicken, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","3, 8","20000, 13000","60000, 104000",QRIS
TX-20240830-004,2024-08-30,"Life Cat Tofu - Mango, Kong Puppy Teething Stick, Life Cat Pouch - Kitten Salmon","Makanan, Mainan, Makanan","9, 5, 6","12000, 12000, 25000","108000, 60000, 150000",Tunai
TX-20240622-004,2024-06-22,Life Cat Pouch - Chicken Tuna Adult,Makanan,4,25000,100000,QRIS
TX-20240331-009,2024-03-31,Life Cat Tofu - Macha,Makanan,1,25000,25000,QRIS
TX-20240906-002,2024-09-06,"Life Cat Tofu - Macha, Life Cat Can - Tuna","Makanan, Makanan","5, 3","25000, 12000","125000, 36000",Tunai
TX-20240108-002,2024-01-08,Trixie Cat Scratching Post,Mainan,4,20000,80000,Transfer
TX-20240902-003,2024-09-02,Life Cat Pouch Dus,Makanan,2,12000,24000,Tunai
TX-20240302-002,2024-03-02,"Life Cat Pouch - Kitten Chicken, Life Cat Can - Tuna, Frontline Plus Flea & Tick Treatment","Makanan, Makanan, Obat Hewan","2, 9, 3","4500, 4500, 20000","9000, 40500, 60000",Tunai
TX-20240802-002,2024-08-02,"Life Cat Pouch - Salmon Adult, Life Cat Can - Chicken, Seresto Flea and Tick Collar for Dogs","Makanan, Makanan, Obat Hewan","1, 2, 1","13000, 20000, 30000","13000, 40000, 30000",Tunai
TX-20240531-010,2024-05-31,"Trixie Cat Tunnel, Life Cat Pouch Dus","Mainan, Makanan","9, 3","12000, 20000","108000, 60000",Tunai
TX-20240110-005,2024-01-10,"Drontal Cat Dewormer, EzyDog Chest Plate Harness for Dogs","Obat Hewan, Aksesoris","9, 9","12000, 12000","108000, 108000",Tunai
TX-20240915-003,2024-09-15,"Drontal Cat Dewormer, Frontline Plus Flea & Tick Treatment","Obat Hewan, Obat Hewan","9, 1","20000, 30000","180000, 30000",QRIS
TX-20240502-005,2024-05-02,"EzyDog Chest Plate Harness for Dogs, Trixie Cat Scratching Post","Aksesoris, Mainan","8, 1","30000, 30000","240000, 30000",QRIS
TX-20240816-004,2024-08-16,"Kong Puppy Teething Stick, Life Cat Can - Kitten Tuna, Life Cat Tofu - Mango","Mainan, Makanan, Makanan","4, 4, 2","13000, 4500, 25000","52000, 18000, 50000",Transfer
TX-20240120-003,2024-01-20,Life Cat Pouch Dus,Makanan,2,20000,40000,QRIS
TX-20240831-004,2024-08-31,"Life Cat Pouch - Chicken Adult, Kong Classic Dog Chew Toy","Makanan, Mainan","8, 8","30000, 20000","240000, 160000",Transfer
TX-20240102-003,2024-01-02,"Life Cat Can - Chicken, Life Cat Tofu - Macha","Makanan, Makanan","6, 8","13000, 12000","78000, 96000",Tunai
TX-20240627-003,2024-06-27,"Life Cat Can - Chicken, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","6, 5","4500, 20000","27000, 100000",Transfer
TX-20240330-003,2024-03-30,"Life Cat Pouch - Kitten Tuna, Trixie Cat Scratching Post, Life Cat Pouch - Chicken Tuna Adult","Makanan, Mainan, Makanan","1, 5, 3","25000, 25000, 13000","25000, 125000, 39000",Tunai
TX-20240417-006,2024-04-17,"Drontal Cat Dewormer, Nutri-Vet Multivitamin Chewable, Kong Classic Dog Chew Toy","Obat Hewan, Obat Hewan, Mainan","7, 10, 4","13000, 20000, 12000","91000, 200000, 48000",Transfer
TX-20240819-003,2024-08-19,Life Cat Can - Kitten Tuna,Makanan,9,25000,225000,Transfer
TX-20240921-004,2024-09-21,"Drontal Cat Dewormer, Life Cat Can - Kitten Tuna, Frontline Plus Flea & Tick Treatment","Obat Hewan, Makanan, Obat Hewan","6, 2, 9","30000, 25000, 20000","180000, 50000, 180000",QRIS
TX-20240415-002,2024-04-15,"Nutri-Vet Multivitamin Chewable, Life Cat Pouch - Chicken Adult","Obat Hewan, Makanan","5, 5","12000, 12000","60000, 60000",Tunai
TX-20240805-002,2024-08-05,"Kong Puppy Teething Stick, Life Cat Pouch Dus, Life Cat Can - Kitten Salmon","Mainan, Makanan, Makanan","9, 6, 8","25000, 12000, 25000","225000, 72000, 200000",Transfer
TX-20240213-002,2024-02-13,"Life Cat Tofu - Mango, Frontline Plus Flea & Tick Treatment","Makanan, Obat Hewan","10, 1","25000, 12000","250000, 12000",Transfer
TX-20240108-003,2024-01-08,Life Cat Pouch - Chicken Tuna Adult,Makanan,3,13000,39000,QRIS
TX-20240428-001,2024-04-28,"Kong Classic Dog Chew Toy, Life Cat Can - Kitten Salmon, Life Cat Pouch - Kitten Salmon","Mainan, Makanan, Makanan","5, 7, 5","4500, 12000, 12000","22500, 84000, 60000",Tunai
TX-20240206-001,2024-02-06,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,1,12000,12000,QRIS
TX-20241028-005,2024-10-28,"Rogz Utility Dog Leash - Medium, Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Chicken Adult","Aksesoris, Obat Hewan, Makanan","2, 5, 3","20000, 25000, 13000","40000, 125000, 39000",Tunai
TX-20240723-004,2024-07-23,"Nutri-Vet Multivitamin Chewable, Seresto Flea and Tick Collar for Dogs","Obat Hewan, Obat Hewan","6, 5","13000, 20000","78000, 100000",Tunai
TX-20240316-004,2024-03-16,"Trixie Cat Scratching Post, Life Cat Tofu - Macha, Seresto Flea and Tick Collar for Dogs","Mainan, Makanan, Obat Hewan","9, 8, 4","20000, 30000, 25000","180000, 240000, 100000",Transfer
TX-20240508-002,2024-05-08,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Kitten Chicken, Life Cat Can - Chicken","Makanan, Makanan, Makanan","4, 1, 7","30000, 13000, 20000","120000, 13000, 140000",QRIS
TX-20240527-004,2024-05-27,Trixie Cat Scratching Post,Mainan,5,25000,125000,Transfer
TX-20240103-005,2024-01-03,"Trixie Cat Laser Pointer, Life Cat Pouch - Kitten Tuna, Life Cat Tofu - Mango","Mainan, Makanan, Makanan","9, 9, 5","13000, 4500, 4500","117000, 40500, 22500",Transfer
TX-20240601-002,2024-06-01,"Life Cat Pouch - Chicken Adult, Life Cat Can - Chicken, Life Cat Pouch Dus","Makanan, Makanan, Makanan","4, 1, 2","20000, 25000, 12000","80000, 25000, 24000",QRIS
TX-20240924-004,2024-09-24,"EzyDog Chest Plate Harness for Dogs, Life Cat Tofu - Macha","Aksesoris, Makanan","8, 7","4500, 20000","36000, 140000",Tunai
TX-20240921-005,2024-09-21,"Drontal Cat Dewormer, Beaphar Ear Cleaner for Dogs & Cats, Life Cat Can - Chicken","Obat Hewan, Obat Hewan, Makanan","8, 5, 7","4500, 20000, 12000","36000, 100000, 84000",Transfer
TX-20240109-003,2024-01-09,"Life Cat Can - Chicken, Trixie Cat Scratching Post, Frontline Plus Flea & Tick Treatment","Makanan, Mainan, Obat Hewan","9, 2, 3","30000, 20000, 30000","270000, 40000, 90000",Transfer
TX-20240312-001,2024-03-12,Life Cat Pouch - Kitten Chicken,Makanan,1,20000,20000,Transfer
TX-20240828-002,2024-08-28,"Beaphar Ear Cleaner for Dogs & Cats, Trixie Cat Tunnel","Obat Hewan, Mainan","1, 8","12000, 30000","12000, 240000",QRIS
TX-20240911-002,2024-09-11,"Life Cat Pouch - Salmon Adult, Rogz Utility Dog Leash - Medium","Makanan, Aksesoris","9, 10","30000, 25000","270000, 250000",Tunai
TX-20240404-001,2024-04-04,"Nutri-Vet Multivitamin Chewable, Life Cat Can - Tuna, Life Cat Can - Kitten Tuna","Obat Hewan, Makanan, Makanan","10, 6, 9","4500, 13000, 30000","45000, 78000, 270000",Tunai
TX-20240126-002,2024-01-26,"Trixie Cat Laser Pointer, Life Cat Can - Kitten Salmon, Life Cat Pouch - Salmon Adult","Mainan, Makanan, Makanan","10, 4, 2","4500, 12000, 12000","45000, 48000, 24000",Transfer
TX-20240509-005,2024-05-09,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,4500,40500,QRIS
TX-20240128-003,2024-01-28,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Salmon Adult","Obat Hewan, Makanan","4, 3","4500, 30000","18000, 90000",Tunai
TX-20240428-002,2024-04-28,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,3,25000,75000,QRIS
TX-20240811-001,2024-08-11,"Nutri-Vet Multivitamin Chewable, Kong Puppy Teething Stick, Life Cat Pouch Dus","Obat Hewan, Mainan, Makanan","5, 9, 1","12000, 30000, 30000","60000, 270000, 30000",QRIS
TX-20240121-001,2024-01-21,"Trixie Cat Scratching Post, Kong Classic Dog Chew Toy, Life Cat Pouch Dus","Mainan, Mainan, Makanan","5, 5, 4","20000, 13000, 12000","100000, 65000, 48000",Tunai
TX-20240205-004,2024-02-05,"Kong Puppy Teething Stick, Life Cat Pouch - Chicken Tuna Adult","Mainan, Makanan","2, 1","12000, 4500","24000, 4500",QRIS
TX-20241119-004,2024-11-19,"Seresto Flea and Tick Collar for Dogs, Rogz Utility Dog Leash - Medium","Obat Hewan, Aksesoris","6, 3","30000, 30000","180000, 90000",Tunai
TX-20240613-002,2024-06-13,"Life Cat Can - Tuna, EzyDog Chest Plate Harness for Dogs, Life Cat Pouch - Kitten Chicken","Makanan, Aksesoris, Makanan","9, 2, 8","20000, 20000, 25000","180000, 40000, 200000",Tunai
TX-20240820-002,2024-08-20,"Life Cat Can - Kitten Salmon, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Obat Hewan","6, 6","13000, 4500","78000, 27000",QRIS
TX-20241101-004,2024-11-01,"Seresto Flea and Tick Collar for Dogs, Life Cat Tofu - Mango","Obat Hewan, Makanan","1, 6","4500, 20000","4500, 120000",Transfer
TX-20240208-003,2024-02-08,"EzyDog Chest Plate Harness for Dogs, Seresto Flea and Tick Collar for Dogs","Aksesoris, Obat Hewan","10, 5","12000, 12000","120000, 60000",Tunai
TX-20241112-002,2024-11-12,"Life Cat Tofu - Macha, Seresto Flea and Tick Collar for Dogs, Life Cat Can - Kitten Tuna","Makanan, Obat Hewan, Makanan","4, 10, 6","25000, 30000, 30000","100000, 300000, 180000",Transfer
TX-20240311-002,2024-03-11,Life Cat Can - Kitten Salmon,Makanan,7,20000,140000,Tunai
TX-20240327-001,2024-03-27,Life Cat Tofu - Mango,Makanan,4,20000,80000,QRIS
TX-20240222-001,2024-02-22,"EzyDog Chest Plate Harness for Dogs, Life Cat Pouch - Salmon Adult","Aksesoris, Makanan","1, 1","4500, 30000","4500, 30000",QRIS
TX-20240923-003,2024-09-23,Life Cat Tofu - Macha,Makanan,9,12000,108000,Transfer
TX-20240330-004,2024-03-30,"Life Cat Pouch - Chicken Adult, Life Cat Can - Chicken","Makanan, Makanan","5, 7","20000, 13000","100000, 91000",Transfer
TX-20240117-003,2024-01-17,"Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Kitten Tuna, Life Cat Can - Kitten Salmon","Obat Hewan, Makanan, Makanan","5, 10, 1","4500, 25000, 13000","22500, 250000, 13000",QRIS
TX-20240901-006,2024-09-01,"Life Cat Tofu - Macha, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","7, 10","4500, 20000","31500, 200000",Tunai
TX-20240814-003,2024-08-14,"Life Cat Pouch Dus, Life Cat Tofu - Macha, Life Cat Pouch - Salmon Adult","Makanan, Makanan, Makanan","9, 5, 9","30000, 25000, 4500","270000, 125000, 40500",Transfer
TX-20240128-004,2024-01-28,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","6, 1","25000, 13000","150000, 13000",QRIS
TX-20240612-004,2024-06-12,Trixie Cat Scratching Post,Mainan,10,13000,130000,Transfer
TX-20240420-003,2024-04-20,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,20000,180000,QRIS
TX-20240105-001,2024-01-05,"Life Cat Can - Chicken, Seresto Flea and Tick Collar for Dogs","Makanan, Obat Hewan","9, 3","13000, 12000","117000, 36000",QRIS
TX-20240818-005,2024-08-18,"Life Cat Can - Tuna, Life Cat Pouch Dus, Life Cat Tofu - Macha","Makanan, Makanan, Makanan","7, 1, 6","12000, 12000, 12000","84000, 12000, 72000",Transfer
TX-20240107-005,2024-01-07,"Trixie Cat Tunnel, Life Cat Pouch - Kitten Salmon","Mainan, Makanan","4, 1","13000, 4500","52000, 4500",QRIS
TX-20240826-005,2024-08-26,"Life Cat Pouch - Kitten Tuna, Trixie Cat Tunnel","Makanan, Mainan","5, 2","12000, 25000","60000, 50000",QRIS
TX-20240217-003,2024-02-17,"EzyDog Chest Plate Harness for Dogs, Trixie Cat Scratching Post","Aksesoris, Mainan","6, 1","25000, 13000","150000, 13000",Transfer
TX-20241015-005,2024-10-15,"Life Cat Pouch - Salmon Adult, Kong Puppy Teething Stick, Drontal Cat Dewormer","Makanan, Mainan, Obat Hewan","4, 10, 9","12000, 4500, 20000","48000, 45000, 180000",Tunai
TX-20240803-002,2024-08-03,"Trixie Cat Scratching Post, Kong Classic Dog Chew Toy, Drontal Cat Dewormer","Mainan, Mainan, Obat Hewan","3, 4, 10","4500, 13000, 30000","13500, 52000, 300000",QRIS
TX-20240215-003,2024-02-15,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Chicken Tuna Adult, Kong Puppy Teething Stick","Makanan, Makanan, Mainan","6, 3, 7","25000, 13000, 30000","150000, 39000, 210000",Transfer
TX-20240601-003,2024-06-01,"Life Cat Tofu - Mango, Kong Puppy Teething Stick","Makanan, Mainan","2, 9","4500, 20000","9000, 180000",Transfer
TX-20240910-004,2024-09-10,"Life Cat Pouch - Kitten Salmon, Nutri-Vet Multivitamin Chewable","Makanan, Obat Hewan","10, 1","30000, 25000","300000, 25000",Tunai
TX-20240921-006,2024-09-21,"Life Cat Pouch - Chicken Tuna Adult, Seresto Flea and Tick Collar for Dogs","Makanan, Obat Hewan","1, 5","12000, 30000","12000, 150000",Tunai
