id_transaksi,tanggal_transaksi,jumlah_terjual,produk1,kategori1,harga1,produk2,kategori2,harga2,produk3,kategori3,harga3,produk4,kategori4,harga4,total_harga,metode_pembayaran
OTMjXuOk,2024-05-28,1,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,,,,72268,Credit Card
auWP0rOU,2024-02-23,1,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,16459,Cash
JkVW2nHY,2024-04-17,2,Makanan Ikan Gupi,Makanan Ikan,35000,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,54500,Credit Card
kOkxorm5,2024-08-30,5,Makanan Ikan Gupi,Makanan Ikan,35000,Mainan Anjing Kong,Mainan Anjing,20000,,,,,,,55000,Debit Card
eYxxkNNw,2024-10-08,1,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,66459,Cash
8MV9ybVh,2024-09-22,5,Hiasan Aquarium,Aksesoris Ikan,15000,Mainan Anjing Kong,Mainan Anjing,20000,,,,,,,35000,Debit Card
azdLegKD,2024-04-02,2,Makanan Anjing Purina,Makanan Anjing,50000,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,89500,Debit Card
YtzYHY2s,2024-07-25,2,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,116888,Debit Card
ZNBeRqcE,2024-06-05,2,Life Cat Tofu - Macha,Makanan Kucing,55833,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,131101,Debit Card
964Rvo0W,2024-03-18,5,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,163833,Debit Card
wzqvJl2k,2024-02-21,5,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,106268,Debit Card
zxed1n6Z,2024-06-30,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,33870,Cash
BO1PBBwb,2024-07-17,5,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000.0,,,,61435,Cash
Q84ksEq5,2024-04-11,4,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Mainan Anjing Kong,Mainan Anjing,20000.0,99857,Credit Card
5rD4dLec,2024-05-01,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Pouch Dus,Makanan Kucing,108000.0,,,,116888,Credit Card
o4hZCBcx,2024-03-20,3,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,34870,Debit Card
bgVNK9P3,2024-12-22,1,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,80268,Debit Card
FTt1dUeT,2024-09-16,3,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,,,,,,,24435,Credit Card
IMLT69bJ,2024-06-18,3,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,67833,Credit Card
ykOHhEDO,2024-03-26,1,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Tofu - Macha,Makanan Kucing,55833,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,87857,Cash
U30E4XrM,2024-12-31,4,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,72286,Debit Card
uLiMkZgE,2024-10-17,5,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,54435,Credit Card
hpj4giMN,2024-09-06,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,39435,Cash
VmLtvzWe,2024-03-08,3,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,,,,,,,24024,Debit Card
43zx1XhG,2024-10-20,1,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,42453,Cash
kMtTss3k,2024-10-18,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,Life Cat Can - Tuna,Makanan Kucing,11000.0,128833,Credit Card
Zt7P8lIC,2024-02-12,1,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,,,,20935,Credit Card
9YdLDztV,2024-11-17,5,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,67857,Credit Card
TlXcHAJO,2024-12-28,2,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,,,,,,,23000,Cash
OD6xHXd9,2024-06-25,2,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,31459,Cash
vXkbz9Wb,2024-11-25,5,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,175857,Debit Card
IkwcCCbT,2024-09-10,2,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Makanan Anjing Purina,Makanan Anjing,50000.0,122292,Credit Card
5NZjIC0A,2024-02-23,2,Mainan Anjing Kong,Mainan Anjing,20000,Mainan Kucing ScratchPad,Mainan Kucing,25000,,,,,,,45000,Cash
4ZMDS1zg,2024-06-03,1,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,64703,Credit Card
EoLFrsVd,2024-01-01,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,69500,Cash
Oxzj64B8,2024-08-02,5,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,,,,71268,Debit Card
aPfVJFu6,2024-12-24,4,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,186833,Credit Card
rs0UBWy6,2024-12-16,3,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Anjing Purina,Makanan Anjing,50000,,,,,,,62024,Cash
Qjt5OMZd,2024-04-16,3,Life Cat Can - Tuna,Makanan Kucing,11000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Mainan Anjing Kong,Mainan Anjing,20000.0,Makanan Kucing Whiskas,Makanan Kucing,45000.0,101000,Cash
XcUcBowV,2024-05-02,3,Hiasan Aquarium,Aksesoris Ikan,15000,Makanan Anjing Purina,Makanan Anjing,50000,,,,,,,65000,Debit Card
twFRx2Lz,2024-07-04,3,Makanan Ikan Gupi,Makanan Ikan,35000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,63888,Cash
YJ5DsPDd,2024-07-24,2,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Hiasan Aquarium,Aksesoris Ikan,15000,,,,,,,19500,Credit Card
WQKmL5As,2024-02-14,1,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,97292,Debit Card
Kk6Z5hE6,2024-03-04,4,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,8870,Debit Card
dJxwuluV,2024-11-11,1,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Mainan Anjing Kong,Mainan Anjing,20000,,,,,,,32024,Cash
7SumyBP1,2024-07-19,1,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,61435,Credit Card
i4XzDrgK,2024-08-23,5,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Makanan Ikan Gupi,Makanan Ikan,35000.0,70435,Debit Card
9ylrSmMm,2024-12-16,1,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,,,,112857,Debit Card
YRmE0nsA,2024-05-12,2,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Hiasan Aquarium,Aksesoris Ikan,15000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,56477,Cash
fi4OcSCE,2024-09-10,5,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,,,,,,,24435,Debit Card
3w03iN0f,2024-12-23,1,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,95435,Cash
Qs2Q7Uyq,2024-09-07,5,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,,,,85286,Credit Card
qM9z40YG,2024-06-06,2,Hiasan Aquarium,Aksesoris Ikan,15000,Makanan Kucing Whiskas,Makanan Kucing,45000,Makanan Ikan Gupi,Makanan Ikan,35000.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,150833,Cash
edyTPUVt,2024-12-24,5,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,75703,Credit Card
IuhP2EjB,2024-07-31,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,61459,Cash
yxe7Naoy,2024-12-11,5,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,163833,Debit Card
4z1MA7u2,2024-03-22,4,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000.0,Mainan Anjing Kong,Mainan Anjing,20000.0,136935,Debit Card
alI2rsve,2024-11-19,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,,,,,,,57000,Credit Card
vtEDCLW5,2024-02-10,5,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Mango,Makanan Kucing,55833,,,,,,,60333,Credit Card
FCUy6fGF,2024-11-26,2,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Makanan Anjing Purina,Makanan Anjing,50000.0,130268,Credit Card
iPKuarx8,2024-01-27,3,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Hiasan Aquarium,Aksesoris Ikan,15000,,,,,,,27024,Cash
K5kTtHN4,2024-10-20,2,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435.0,,,,20959,Credit Card
lvdyzDBJ,2024-06-18,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,41435,Debit Card
osJjHkSL,2024-08-20,4,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,,,,183833,Cash
tyz8ymPs,2024-03-09,1,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Tofu - Mango,Makanan Kucing,55833,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,92833,Debit Card
FLiKUZTp,2024-04-15,1,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,112453,Credit Card
TczzoBZ3,2024-07-24,2,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Makanan Kucing Whiskas,Makanan Kucing,45000,,,,,,,57024,Cash
Ld5Y5iDg,2024-11-01,5,Life Cat Tofu - Mango,Makanan Kucing,55833,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Ikan Gupi,Makanan Ikan,35000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,115268,Credit Card
SpEy55p9,2024-08-15,2,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,89500,Credit Card
86jXtCog,2024-07-17,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,39435,Cash
3taM3JK5,2024-02-11,2,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,,,,,,,54435,Cash
D2Z4i7kG,2024-01-10,5,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,,,,,,,57000,Credit Card
oo4CUNLi,2024-11-01,1,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,19935,Cash
yjf1pwyz,2024-01-03,3,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,,,,,,,16459,Cash
qvJvB5Jd,2024-08-09,4,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,,,,,,,112435,Credit Card
MMtv0oPA,2024-07-01,2,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,,,,,,,24000,Debit Card
z9h6NgGS,2024-11-25,5,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,,,,,,,16453,Cash
mwz48zAr,2024-03-02,2,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Macha,Makanan Kucing,55833.0,,,,85333,Credit Card
oNQarGRD,2024-02-25,4,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,68000,Debit Card
SmRF1HGa,2024-10-09,2,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,,,,,,,16435,Credit Card
vucuDBRW,2024-08-19,1,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,Hiasan Aquarium,Aksesoris Ikan,15000.0,76435,Credit Card
nhAOgqJW,2024-04-09,4,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,43000,Credit Card
v4hxzxN0,2024-07-04,1,Mainan Anjing Kong,Mainan Anjing,20000,Makanan Kucing Whiskas,Makanan Kucing,45000,,,,,,,65000,Credit Card
A81YoaC7,2024-05-25,4,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,53459,Cash
N3ftAfRe,2024-05-10,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Anjing Kong,Mainan Anjing,20000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,73870,Cash
QkJ942fZ,2024-10-14,2,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,70000,Cash
D1LJYBKr,2024-02-15,4,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,84703,Debit Card
Mb7jKtCs,2024-11-24,1,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,,,,,,,24435,Credit Card
npDjCcCi,2024-05-30,3,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Can - Tuna,Makanan Kucing,11000,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,86833,Debit Card
zzzMPKQ9,2024-12-28,1,Life Cat Tofu - Macha,Makanan Kucing,55833,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,91333,Debit Card
Sut0flvX,2024-11-23,1,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Mainan Anjing Kong,Mainan Anjing,20000,,,,,,,32024,Credit Card
0TBJ105o,2024-08-04,5,Hiasan Aquarium,Aksesoris Ikan,15000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500.0,35959,Credit Card
hv4n7NKE,2024-06-08,2,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,31912,Debit Card
AiGtQVFs,2024-06-05,4,Makanan Kucing Whiskas,Makanan Kucing,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,69024,Debit Card
YxGym7OJ,2024-07-04,4,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch Dus,Makanan Kucing,108000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,149435,Credit Card
99ku1uLv,2024-04-10,5,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Mainan Anjing Kong,Mainan Anjing,20000.0,130268,Debit Card
IFGDVWNb,2024-04-08,4,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,Makanan Kucing Whiskas,Makanan Kucing,45000.0,86459,Credit Card
HNOtt0SE,2024-10-12,2,Life Cat Tofu - Mango,Makanan Kucing,55833,Makanan Ikan Gupi,Makanan Ikan,35000,,,,,,,90833,Cash
2owzmmYY,2024-06-04,4,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Makanan Ikan Gupi,Makanan Ikan,35000,Makanan Kucing Whiskas,Makanan Kucing,45000.0,,,,92000,Credit Card
2LNIkSMk,2024-09-27,5,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Tofu - Macha,Makanan Kucing,55833.0,,,,85268,Credit Card
JoWmTDYl,2024-04-23,3,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Anjing Purina,Makanan Anjing,50000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,58870,Debit Card
DHXLAeKv,2024-04-08,1,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Makanan Anjing Purina,Makanan Anjing,50000.0,166101,Credit Card
83JBron1,2024-10-17,5,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,,,,51477,Credit Card
MoxCI2ze,2024-01-14,5,Hiasan Aquarium,Aksesoris Ikan,15000,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Can - Tuna,Makanan Kucing,11000.0,Life Cat Pouch Dus,Makanan Kucing,108000.0,169000,Credit Card
SBPNNOQ4,2024-09-29,2,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Can - Kitten Salmon,Makanan Kucing,12024,Mainan Kucing ScratchPad,Mainan Kucing,25000.0,,,,49024,Credit Card
LJBJ44mo,2024-11-06,4,Makanan Ikan Gupi,Makanan Ikan,35000,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Life Cat Can - Kitten Salmon,Makanan Kucing,12024.0,122857,Credit Card
rShX3rbO,2024-10-19,4,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000,,,,,,,49435,Cash
OIoSZ1S1,2024-09-29,2,Mainan Anjing Kong,Mainan Anjing,20000,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435.0,,,,28870,Debit Card
C78ppoEg,2024-07-16,5,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,167000,Debit Card
FU2OyGSp,2024-06-15,3,Life Cat Can - Tuna,Makanan Kucing,11000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,83268,Credit Card
0MmWe90s,2024-01-24,2,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,,,,,,,8870,Credit Card
dwmR4gCj,2024-04-01,2,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Chicken & Salmon,Makanan Kucing,12000.0,Makanan Anjing Purina,Makanan Anjing,50000.0,174435,Cash
ymNJn5XR,2024-10-22,3,Life Cat Tofu - Mango,Makanan Kucing,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,4453.0,,,,64721,Debit Card
FxhW5JzX,2024-11-01,4,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Tofu - Macha,Makanan Kucing,55833,Life Cat Can - Tuna,Makanan Kucing,11000.0,,,,101833,Credit Card
8Y6ibyfl,2024-12-03,1,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch Dus,Makanan Kucing,108000,,,,,,,112435,Credit Card
etN6ZaDA,2024-01-20,2,Life Cat Pouch Dus,Makanan Kucing,108000,Makanan Ikan Gupi,Makanan Ikan,35000,Life Cat Tofu - Mango,Makanan Kucing,55833.0,Life Cat Tofu - Macha,Makanan Kucing,55833.0,254666,Credit Card
uUV23tN9,2024-01-29,2,Life Cat Can - Kitten Tuna,Makanan Kucing,12000,Life Cat Tofu - Macha,Makanan Kucing,55833,,,,,,,67833,Cash
0cp4rSOH,2024-02-16,1,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Tofu - Mango,Makanan Kucing,55833,Hiasan Aquarium,Aksesoris Ikan,15000.0,,,,178833,Cash
yrpcndLI,2024-09-14,5,Life Cat Pouch - Chicken adult,Makanan Kucing,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4435,Makanan Kucing Whiskas,Makanan Kucing,45000.0,Life Cat Tofu - Mango,Makanan Kucing,55833.0,109703,Credit Card
3VnQggQ4,2024-04-13,1,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4500,Life Cat Tofu - Macha,Makanan Kucing,55833.0,Life Cat Pouch - Chicken adult,Makanan Kucing,4435.0,69203,Debit Card
ntxq6wpx,2024-09-23,4,Life Cat Tofu - Mango,Makanan Kucing,55833,Mainan Kucing ScratchPad,Mainan Kucing,25000,Mainan Anjing Kong,Mainan Anjing,20000.0,,,,100833,Credit Card
pjxngWOt,2024-04-28,3,Mainan Kucing ScratchPad,Mainan Kucing,25000,Life Cat Pouch Dus,Makanan Kucing,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,12000.0,,,,145000,Credit Card
